State,District,Population,Confirmed,Deceased,Recovered,Tested,Vaccinated1,Vaccinated2
CT,Raipur,4062160,158035,3139,154852,12704,1557999,915437
CT,Rajnandgaon,1537520,56077,515,55557,124947,1028876,530711
CT,Sukma,249000,8066,20,8041,1723,134654,81437
CT,Surajpur,660280,29029,224,28805,1830,419247,163526
CT,Surguja,420661,33673,245,33426,103578,468885,277031
CT,Uttar Bastar Kanker,748593,23636,224,23407,2051,405744,171484
DL,Delhi,19814000,1439870,25091,1414431,29427753,13055636,7425404
DN,Dadra and Nagar Haveli,343709,5920,3,5910,44813,387772,183553
DN,Daman,191173,3543,1,3516,19338,234202,155547
DN,Diu,52074,1218,0,1218,8259,38779,31153
GA,North Goa,817761,0,0,0,0,600586,424066
GA,South Goa,639962,0,0,0,0,661972,487016
GJ,Ahmedabad,7208200,238334,3411,234889,2556492,5961594,3439921
GJ,Amreli,1513614,10810,102,10708,212265,927389,551970
GJ,Anand,2090276,9637,49,9581,171851,1471865,935893
GJ,Aravalli,1051746,5186,78,5108,122182,717964,522361
GJ,Banaskantha,3116045,13631,162,13469,218527,2140492,1157901
GJ,Bharuch,1550822,11426,118,11308,156057,1217587,669742
GJ,Bhavnagar,2877961,21447,301,21143,392834,1680398,986097
GJ,Botad,656005,2218,42,2176,98559,378232,228691
GJ,Chhota Udaipur,1071831,3395,38,3357,93838,635695,420157
GJ,Dahod,2126558,9955,38,9917,218259,1499052,631818
GJ,Dang,226769,866,18,848,31921,156334,59262
GJ,Devbhumi Dwarka,752484,4175,82,4093,80424,504501,309771
GJ,Gandhinagar,1387478,20754,205,20549,292598,1175562,706208
GJ,Gir Somnath,1217477,8570,67,8499,121948,845224,363467
GJ,Jamnagar,2159130,34978,478,34494,307911,1111813,653950
GJ,Junagadh,2742291,20505,272,20226,199699,1316479,733025
GJ,Kheda,2298934,10439,48,10391,218140,1454344,893742
GJ,Kutch,2090313,12631,145,12474,267060,1412923,680232
GJ,Mahisagar,994624,8194,72,8122,122796,815594,459520
GJ,Mehsana,2027727,24419,177,24242,229904,1405786,869969
GJ,Morbi,960329,6502,87,6415,157321,674000,308840
GJ,Narmada,590379,5955,15,5940,76134,413260,279684
GJ,Navsari,1330711,7215,24,7181,129099,948673,647484
GJ,Panchmahal,2388267,11770,70,11700,160981,1105110,626003
GJ,Patan,1342746,11624,129,11495,169059,850462,533438
GJ,Porbandar,586062,3486,19,3467,97912,419364,256377
GJ,Rajkot,3157676,57976,725,57243,731251,2227111,1255012
GJ,Sabarkantha,2427346,9317,157,9159,182090,1000517,596705
GJ,Surat,4996391,143874,1956,141885,1938229,4781894,2529712
GJ,Surendranagar,1755873,8121,136,7985,201153,1113845,715931
GJ,Tapi,806489,4441,24,4417,92524,527345,303297
GJ,Vadodara,3639775,78159,788,77335,695670,2612578,1940514
GJ,Valsad,1703068,6405,53,6308,155380,1232139,704675
HP,Bilaspur,382056,14374,85,14120,39738,323204,234916
HP,Chamba,518844,13687,160,13492,53505,364258,198146
HP,Hamirpur,454293,17379,287,16741,46407,377332,269143
HP,Kangra,1507223,50818,1125,48872,94910,1182563,725754
HP,Kinnaur,84298,3507,38,3465,6730,79673,63209
HP,Kullu,437474,9692,158,9496,12012,351261,203549
HP,Lahaul and Spiti,31528,2953,18,2935,540,31920,20986
HP,Mandi,999518,31606,448,30983,41895,775242,479355
HP,Shimla,813384,27549,641,26786,32922,678341,412640
HP,Sirmaur,530164,15456,211,15244,42564,423793,209631
HP,Solan,576670,22817,314,22472,57200,691163,339630
HP,Una,521057,14268,253,13804,52905,434945,286819
HR,Ambala,1136784,30150,509,29639,206003,873020,571772
HR,Bhiwani,1629109,22409,652,21757,176225,741251,317765
HR,Charkhi Dadri,502276,5078,139,4939,58525,364599,262184
HR,Faridabad,1798954,99902,716,99157,504970,1658940,840997
HR,Fatehabad,941522,17875,481,17394,27456,574546,201763
HR,Gurugram,1514085,181428,922,180454,742619,2193114,1377160
HR,Hisar,1742815,53995,1136,52857,322039,994213,332162
HR,Jhajjar,956907,18849,328,18514,186853,684511,293496
HR,Jind,1332042,21209,533,20675,11157,704573,250859
HR,Kaithal,1072861,11244,346,10898,11687,615168,217439
HR,Karnal,1506323,40037,552,39484,185147,1000120,451876
HR,Kurukshetra,964231,22147,357,21789,198881,610380,248125
HR,Mahendragarh,921680,21689,155,21534,143253,576527,264911
HR,Nuh,1089406,5014,123,4890,93389,354422,78081
HR,Palwal,1040493,11025,153,10872,139809,608874,221786
HR,Panchkula,558890,30770,378,30379,118725,456675,279951
HR,Panipat,1202811,31150,638,30510,58863,830805,273172
HR,Rewari,896129,20327,221,20106,151363,648724,294989
HR,Rohtak,1058683,25903,534,25350,25894,674649,305282
HR,Sirsa,1295114,29282,508,28771,150193,786205,278920
HR,Sonipat,1480080,47138,254,46884,238963,989125,411915
HR,Yamunanagar,1214162,24631,414,24215,196131,831598,340196
JH,Bokaro,2061918,19461,286,19170,11798,994497,333330
JH,Chatra,1042304,6033,53,5977,0,454807,126700
JH,Deoghar,1491879,10835,113,10721,6951,569167,230458
JH,Dhanbad,2682662,16589,382,16196,0,1185934,446946
JH,Dumka,1321096,4636,47,4589,5400,638722,229944
JH,East Singhbhum,2291032,51974,1046,50907,0,1424376,661091
JH,Garhwa,1322387,6895,94,6801,0,456056,148421
JH,Giridih,2445203,8964,130,8834,11132,994417,301193
JH,Godda,1311382,5840,87,5753,10980,527710,198198
JH,Gumla,1025656,9900,38,9857,0,387738,156364
JH,Hazaribagh,1734005,19593,186,19404,0,865943,317137
JH,Jamtara,790207,5599,61,5534,2880,381155,137216
JH,Khunti,530299,7820,96,7724,3852,227503,107053
JH,Koderma,717169,12872,136,12736,0,363078,140609
JH,Latehar,725673,7871,57,7814,0,294989,84919
JH,Lohardaga,461738,6709,88,6621,7526,173109,63130
JH,Pakur,899200,2552,12,2539,6429,378048,108941
JH,Palamu,1936319,12294,110,12184,0,788026,311074
JH,Ramgarh,949159,13923,197,13714,0,522017,185442
JH,Ranchi,2912022,86116,1585,84495,0,1512114,656001
JH,Sahibganj,1150038,4834,42,4792,5029,430948,132560
JH,Saraikela-Kharsawan,1063458,7207,67,7137,161796,505417,167980
JH,Simdega,599813,7193,92,7101,0,277357,112059
JH,West Singhbhum,1501619,13054,133,12918,0,630437,225607
JK,Anantnag,1070144,16603,205,16378,0,759605,402717
JK,Bandipora,385099,9814,102,9693,0,303665,154345
JK,Baramulla,1015503,24613,282,24196,0,776258,450002
JK,Budgam,735753,23844,207,23548,0,592075,319587
JK,Doda,409576,7869,133,7704,0,313983,158751
JK,Ganderbal,297003,10436,79,10313,0,227349,133812
JK,Jammu,1526406,53324,1145,52145,0,1168448,610537
JK,Kathua,615711,9327,152,9175,0,482584,249588
JK,Kishtwar,230696,4819,44,4773,0,164754,78041
JK,Kulgam,422786,11489,117,11367,0,401091,202260
JK,Kupwara,875564,14463,166,14268,0,673594,348327
JK,Pulwama,570060,15512,194,15309,139552,430622,244300
JK,Punch,476820,6482,98,6371,0,386098,234540
JK,Rajouri,619266,11272,237,11031,0,498787,241407
JK,Ramban,283313,6043,67,5971,0,220690,147086
