State,Date,Confirmed,Deceased,Recovered,Tested,Vaccinated1,Vaccinated2
DL,2020-09-05,188193,4538,163785,1744466,0,0
DL,2020-09-06,191449,4567,165973,1780512,0,0
DL,2020-09-07,193526,4599,168384,1803466,0,0
DL,2020-09-08,197135,4618,170140,1849263,0,0
DL,2020-09-09,201174,4638,172763,1903780,0,0
DL,2020-09-10,205482,4666,175400,1962120,0,0
DL,2020-09-11,209748,4687,178154,2022700,0,0
DL,2020-09-12,214069,4715,181295,2082776,0,0
DL,2020-09-13,218304,4744,184698,2139432,0,0
DL,2020-09-14,221533,4770,188072,2184316,0,0
DL,2020-09-15,225796,4806,191203,2246985,0,0
DL,2020-09-16,230269,4839,194516,2309578,0,0
DL,2020-09-17,234701,4877,198103,2369592,0,0
DL,2020-09-18,238828,4907,201671,2430629,0,0
DL,2020-09-19,242899,4945,205890,2492602,0,0
DL,2020-09-20,246711,4982,209632,2555007,0,0
DL,2020-09-21,249259,5014,213304,2578740,0,0
DL,2020-09-22,253075,5051,216401,2637753,0,0
DL,2020-09-23,256789,5087,220866,2697333,0,0
DL,2020-09-24,260623,5123,224375,2756516,0,0
DL,2020-09-25,264450,5147,228436,2815650,0,0
DL,2020-09-26,267822,5193,232912,2873338,0,0
DL,2020-09-27,271114,5235,236651,2924754,0,0
DL,2020-09-28,273098,5272,240703,2961056,0,0
DL,2020-09-29,276325,5320,243481,3020158,0,0
DL,2020-09-30,279715,5361,247446,3079965,0,0
DL,2020-10-01,282752,5401,250613,3135388,0,0
DL,2020-10-02,285672,5438,253784,3191646,0,0
DL,2020-10-03,287930,5472,257224,3230952,0,0
DL,2020-10-04,290613,5510,260350,3281784,0,0
DL,2020-10-05,292560,5542,263938,3317377,0,0
DL,2020-10-06,295236,5581,266935,3370968,0,0
DL,2020-10-07,298107,5616,270305,3422473,0,0
DL,2020-10-08,300833,5653,272948,3475795,0,0
DL,2020-10-09,303693,5692,276046,3524930,0,0
DL,2020-10-10,306559,5740,278812,3574666,0,0
DL,2020-10-11,309339,5769,281869,3623419,0,0
DL,2020-10-12,311188,5809,284844,3659366,0,0
DL,2020-10-13,314224,5854,286880,3714323,0,0
DL,2020-10-14,317548,5898,289747,3771273,0,0
DL,2020-10-15,321031,5924,292502,3827164,0,0
DL,2020-10-16,324459,5946,295699,3885309,0,0
DL,2020-10-17,327718,5981,298853,3941024,0,0
DL,2020-10-18,331017,6009,301716,3990438,0,0
DL,2020-10-19,333171,6040,304561,4026883,0,0
DL,2020-10-20,336750,6081,306747,4083476,0,0
DL,2020-10-21,340436,6128,310191,4142540,0,0
DL,2020-10-22,344318,6163,312918,4201310,0,0
DL,2020-10-23,348404,6189,316214,4259878,0,0
DL,2020-10-24,352520,6225,319828,4315339,0,0
DL,2020-10-25,356656,6258,323654,4364408,0,0
DL,2020-10-26,359488,6312,327390,4398819,0,0
DL,2020-10-27,364341,6356,330112,4456029,0,0
DL,2020-10-28,370014,6396,334240,4516600,0,0
DL,2020-10-29,375753,6423,338378,4576724,0,0
DL,2020-10-30,381644,6470,342811,4636365,0,0
DL,2020-10-31,386706,6511,347476,4680695,0,0
DL,2020-11-01,392370,6562,351635,4725318,0,0
DL,2020-11-02,396371,6604,356459,4761983,0,0
DL,2020-11-03,403096,6652,360069,4821523,0,0
DL,2020-11-04,409938,6703,365866,4880433,0,0
DL,2020-11-05,416653,6769,371155,4932727,0,0
DL,2020-11-06,423831,6833,377276,4991587,0,0
DL,2020-11-07,430784,6912,383614,5049020,0,0
DL,2020-11-08,438529,6989,389683,5099774,0,0
DL,2020-11-09,443552,7060,396697,5138889,0,0
DL,2020-11-10,451382,7143,402854,5197924,0,0
DL,2020-11-11,459975,7228,410118,5262045,0,0
DL,2020-11-12,467028,7332,416580,5322274,0,0
DL,2020-11-13,474830,7423,423078,5378827,0,0
DL,2020-11-14,482170,7519,430195,5428472,0,0
DL,2020-11-15,485405,7614,437801,5449570,0,0
DL,2020-11-16,489202,7713,441361,5479391,0,0
DL,2020-11-17,495598,7812,445782,5528422,0,0
DL,2020-11-18,503084,7943,452683,5590654,0,0
DL,2020-11-19,510630,8041,459368,5653091,0,0
DL,2020-11-20,517238,8159,468143,5715516,0,0
DL,2020-11-21,523117,8270,475106,5761078,0,0
DL,2020-11-22,529863,8391,481260,5815971,0,0
DL,2020-11-23,534317,8512,488476,5853278,0,0
DL,2020-11-24,540541,8621,493419,5914659,0,0
DL,2020-11-25,545787,8720,498780,5976437,0,0
DL,2020-11-26,551262,8811,503717,6039703,0,0
DL,2020-11-27,556744,8909,509654,6104158,0,0
DL,2020-11-28,561742,8998,516166,6173209,0,0
DL,2020-11-29,566648,9066,522491,6237395,0,0
DL,2020-11-30,570374,9174,528315,6288065,0,0
DL,2020-12-01,574380,9260,533351,6346521,0,0
DL,2020-12-02,578324,9342,538680,6425470,0,0
DL,2020-12-03,582058,9424,543514,6500700,0,0
DL,2020-12-04,586125,9497,548376,6585703,0,0
DL,2020-12-05,589544,9574,553292,6667176,0,0
DL,2020-12-06,592250,9643,557914,6740712,0,0
DL,2020-12-07,593924,9706,561732,6793919,0,0
DL,2020-12-08,597112,9763,565039,6869328,0,0
DL,2020-12-09,599575,9813,569216,6941407,0,0
DL,2020-12-10,601150,9874,572523,7005476,0,0
DL,2020-12-11,603535,9934,574925,7077155,0,0
DL,2020-12-12,605470,9981,578116,7150568,0,0
DL,2020-12-13,607454,10014,580655,7222903,0,0
DL,2020-12-14,608830,10074,583509,7286847,0,0
DL,2020-12-15,610447,10115,585852,7371952,0,0
DL,2020-12-16,611994,10147,588586,7450994,0,0
DL,2020-12-17,613357,10182,590977,7541348,0,0
DL,2020-12-18,614775,10219,593137,7629748,0,0
DL,2020-12-19,615914,10251,595305,7717078,0,0
DL,2020-12-20,617005,10277,596580,7800367,0,0
DL,2020-12-21,617808,10304,598249,7862807,0,0
DL,2020-12-22,618747,10329,599683,7945193,0,0
DL,2020-12-23,619618,10347,601268,8033054,0,0
DL,2020-12-24,620681,10384,602388,8122974,0,0
DL,2020-12-25,621439,10414,603758,8208723,0,0
DL,2020-12-26,622094,10437,604746,8275838,0,0
DL,2020-12-27,622851,10453,605685,8351048,0,0
DL,2020-12-28,623415,10474,606644,8408511,0,0
DL,2020-12-29,624118,10502,607494,8493400,0,0
DL,2020-12-30,624795,10523,608434,8578080,0,0
DL,2020-12-31,625369,10536,609322,8659830,0,0
DL,2021-01-01,625954,10557,610039,8740395,0,0
DL,2021-01-02,626448,10571,610535,8807759,0,0
DL,2021-01-03,626872,10585,611243,8876518,0,0
DL,2021-01-04,627256,10597,611970,8926806,0,0
DL,2021-01-05,627698,10609,612527,9006583,0,0
DL,2021-01-06,628352,10625,613246,9082133,0,0
DL,2021-01-07,628838,10644,614026,9158755,0,0
DL,2021-01-08,629282,10654,614849,9234479,0,0
DL,2021-01-09,629801,10666,615452,9314754,0,0
DL,2021-01-10,630200,10678,616054,9392354,0,0
DL,2021-01-11,630506,10691,616461,9448744,0,0
DL,2021-01-12,630892,10707,617006,9524657,0,0
DL,2021-01-13,631249,10718,617540,9595402,0,0
DL,2021-01-14,631589,10722,617930,9666727,0,0
DL,2021-01-15,631884,10732,618357,9733648,0,0
DL,2021-01-16,632183,10738,618754,9805605,4319,0
DL,2021-01-17,632429,10746,619139,9873068,4319,0
DL,2021-01-18,632590,10754,619501,9923591,7968,0
DL,2021-01-19,632821,10764,619723,9996032,12441,0
DL,2021-01-20,633049,10774,620128,10059193,12902,0
DL,2021-01-21,633276,10782,620374,10140743,18844,0
DL,2021-01-22,633542,10789,620693,10212593,18844,0
DL,2021-01-23,633739,10799,621060,10289461,25811,0
DL,2021-01-24,633924,10808,621375,10351768,25811,0
DL,2021-01-25,634072,10813,621565,10400218,33219,0
DL,2021-01-26,634229,10820,621783,10465191,33219,0
DL,2021-01-27,634325,10829,621995,10495046,39764,0
DL,2021-01-28,634524,10835,622114,10553039,48008,0
DL,2021-01-29,634773,10841,622381,10611764,48008,0
DL,2021-01-30,634956,10849,622671,10680731,56818,0
DL,2021-01-31,635096,10853,622882,10741426,56818,0
DL,2021-02-01,635217,10856,623096,10785138,64711,0
DL,2021-02-02,635331,10858,623256,10843736,74068,0
DL,2021-02-03,635481,10864,623409,10900394,81433,0
DL,2021-02-04,635639,10871,623574,10967628,90927,0
DL,2021-02-05,635793,10873,623714,11027592,100079,0
DL,2021-02-06,635916,10877,623865,11090914,109589,0
DL,2021-02-07,636035,10879,624044,11145161,109589,0
DL,2021-02-08,636160,10882,624182,11200551,119329,0
DL,2021-02-09,636260,10882,624326,11256961,132046,0
DL,2021-02-10,636387,10884,624457,11323764,146789,0
DL,2021-02-11,636529,10886,624592,11388092,162596,0
DL,2021-02-12,636670,10889,624728,11451114,177439,0
DL,2021-02-13,636796,10889,624866,11511990,189351,1856
DL,2021-02-14,636946,10891,625024,11568892,189351,1856
DL,2021-02-15,637087,10893,625158,11607957,202125,4047
DL,2021-02-16,637181,10894,625268,11664901,214646,6579
DL,2021-02-17,637315,10894,625343,11724787,228911,7651
DL,2021-02-18,637445,10896,625496,11785228,249791,11188
DL,2021-02-19,637603,10897,625653,11846064,272322,12978
DL,2021-02-20,637755,10898,625832,11908127,294081,17329
DL,2021-02-21,637900,10900,625929,11971940,294081,17329
DL,2021-02-22,638028,10901,626086,12014182,315841,22788
DL,2021-02-23,638173,10903,626216,12072509,334333,24762
DL,2021-02-24,638373,10905,626331,12128677,348669,29025
DL,2021-02-25,638593,10905,626519,12192675,362072,34567
DL,2021-02-26,638849,10906,626712,12255443,372906,37053
DL,2021-02-27,639092,10909,626876,12322927,372906,37053
DL,2021-02-28,639289,10910,627044,12380699,372906,37053
DL,2021-03-01,639464,10911,627149,12420432,385341,40139
DL,2021-03-02,639681,10911,627227,12487056,402942,43815
DL,2021-03-03,639921,10914,627423,12555887,423800,48011
DL,2021-03-04,640182,10915,627566,12622319,446950,52820
DL,2021-03-05,640494,10918,627797,12681441,468847,57980
DL,2021-03-06,640815,10919,628117,12734503,494939,65135
DL,2021-03-07,641101,10921,628377,12826117,494939,65135
DL,2021-03-08,641340,10924,628686,12873806,523361,72451
DL,2021-03-09,641660,10928,628920,12940550,549097,80954
DL,2021-03-10,642030,10931,629199,13011703,571616,89375
DL,2021-03-11,642439,10934,629485,13081513,593382,97050
DL,2021-03-12,642870,10936,629841,13153544,614404,106603
DL,2021-03-13,643289,10939,630143,13227870,643787,117073
DL,2021-03-14,643696,10941,630493,13296093,643787,117073
DL,2021-03-15,644064,10944,630799,13358365,673477,127125
DL,2021-03-16,644489,10945,631056,13428414,700600,138439
DL,2021-03-17,645025,10948,631375,13509270,719872,147561
DL,2021-03-18,645632,10949,631759,13589523,746426,161571
DL,2021-03-19,646348,10953,632230,13666875,764919,172577
DL,2021-03-20,647161,10955,632797,13742763,797588,186677
DL,2021-03-21,647984,10956,633410,13822477,797941,186714
DL,2021-03-22,648872,10963,633975,13889895,829091,201626
DL,2021-03-23,649973,10967,634595,13974132,857007,212720
DL,2021-03-24,651227,10973,635364,14056463,874509,219920
DL,2021-03-25,652742,10978,636267,14146299,906665,227967
DL,2021-03-26,654276,10987,637238,14231391,923905,232641
DL,2021-03-27,655834,10997,638212,14323094,959715,237160
DL,2021-03-28,657715,11006,639164,14403030,959715,237160
DL,2021-03-29,659619,11012,640575,14471835,960057,237170
DL,2021-03-30,660611,11016,642166,14508592,993695,244260
DL,2021-03-31,662430,11027,642565,14575662,1014199,251453
DL,2021-04-01,665220,11036,643686,14653735,1076552,260201
DL,2021-04-02,668814,11050,645770,14741240,1156290,273623
DL,2021-04-03,672381,11060,648674,14820857,1217323,281444
DL,2021-04-04,676414,11081,651351,14907756,1296408,286639
DL,2021-04-05,679962,11096,654287,14971759,1373454,299084
DL,2021-04-06,685062,11113,656617,15075212,1445636,310353
DL,2021-04-07,690568,11133,659980,15165413,1481156,318250
DL,2021-04-08,698005,11157,663667,15257183,1565598,331955
DL,2021-04-09,706526,11196,668699,15366581,1613241,343552
DL,2021-04-10,714423,11235,674415,15443955,1705369,357342
DL,2021-04-11,725197,11283,679573,15558243,1780624,365116
DL,2021-04-12,736688,11355,687238,15650640,1855516,380411
DL,2021-04-13,750156,11436,695210,15753100,1912085,392901
DL,2021-04-14,767438,11540,705162,15861634,1971296,405718
DL,2021-04-15,784137,11652,718176,15944203,2032057,422908
DL,2021-04-16,803623,11793,730825,16043160,2065707,438387
DL,2021-04-17,827998,11960,746239,16142390,2121119,451598
DL,2021-04-18,853460,12121,766398,16228010,2162311,458984
DL,2021-04-19,877146,12361,787898,16318706,2202789,479376
DL,2021-04-20,905541,12638,807328,16405232,2238274,494248
DL,2021-04-21,930179,12887,831928,16484000,2277806,509326
DL,2021-04-22,956348,13193,851537,16556208,2326052,529698
DL,2021-04-23,980679,13541,875109,16631245,2347478,544522
DL,2021-04-24,1004782,13898,897804,16705947,2395943,566310
DL,2021-04-25,1027715,14248,918875,16781859,2425355,578140
DL,2021-04-26,1047916,14628,940930,16839549,2461953,599601
DL,2021-04-27,1072065,15009,958792,16913360,2495694,619171
DL,2021-04-28,1098051,15377,982922,16995189,2512517,635401
DL,2021-04-29,1122286,15772,1008537,17069040,2558207,666732
DL,2021-04-30,1149333,16147,1033825,17151785,2581796,690332
DL,2021-05-01,1174552,16559,1061246,17231565,2615985,712661
DL,2021-05-02,1194946,16966,1085690,17303562,2613232,711690
DL,2021-05-03,1212989,17414,1105983,17364607,2674884,739324
DL,2021-05-04,1232942,17752,1124771,17439261,2740053,764655
DL,2021-05-05,1253902,18063,1143980,17518752,2796271,776040
DL,2021-05-06,1273035,18398,1164008,17597532,2877331,810452
DL,2021-05-07,1292867,18739,1183093,17677125,2945498,822549
DL,2021-05-08,1310231,19071,1203253,17751509,3035798,861391
DL,2021-05-09,1323567,19344,1217991,17813061,3036965,862006
DL,2021-05-10,1336218,19663,1231297,17879295,3130604,909119
DL,2021-05-11,1348699,20010,1244880,17949571,3214877,954260
DL,2021-05-12,1361986,20310,1258951,18027606,3277102,966756
DL,2021-05-13,1372475,20618,1274140,18101281,3360072,1007326
DL,2021-05-14,1380981,20907,1288280,18169856,3364123,1008618
DL,2021-05-15,1387411,21244,1299872,18226667,3444325,1046467
DL,2021-05-16,1393867,21506,1309578,18288726,3523829,1057950
DL,2021-05-17,1398391,21846,1320496,18342482,3617488,1077528
DL,2021-05-18,1402873,22111,1329899,18407486,3706105,1094619
DL,2021-05-19,1406719,22346,1339326,18474059,3767910,1101743
DL,2021-05-20,1409950,22579,1347157,18532803,3847988,1123011
DL,2021-05-21,1412959,22831,1354445,18595993,3889621,1131811
DL,2021-05-22,1415219,23013,1360898,18659148,3934347,1151356
DL,2021-05-23,1416868,23202,1366056,18727191,3940310,1151602
DL,2021-05-24,1418418,23409,1370431,18788697,3980899,1165939
DL,2021-05-25,1419986,23565,1374682,18862103,4014576,1176447
DL,2021-05-26,1421477,23695,1378634,18939206,4045357,1179883
DL,2021-05-27,1422549,23812,1382359,19009274,4078916,1185319
DL,2021-05-28,1423690,23951,1385158,19081127,4099366,1188733
DL,2021-05-29,1424646,24073,1387538,19161600,4138523,1203863
DL,2021-05-30,1425592,24151,1389341,19237040,4147862,1204281
DL,2021-05-31,1426240,24237,1390963,19302280,4185072,1224334
DL,2021-06-01,1426863,24299,1392386,19373093,4219039,1241241
DL,2021-06-02,1427439,24402,1393673,19446544,4249118,1249311
DL,2021-06-03,1427926,24447,1394731,19526590,4287731,1264584
DL,2021-06-04,1428449,24497,1395892,19603764,4323413,1269663
DL,2021-06-05,1428863,24557,1397575,19681458,4366392,1284915
DL,2021-06-06,1429244,24591,1398764,19758315,4381431,1285767
DL,2021-06-07,1429475,24627,1399640,19821925,4415335,1318154
DL,2021-06-08,1429791,24668,1400161,19893804,4441272,1340732
DL,2021-06-09,1430128,24704,1400913,19967045,4467395,1363193
DL,2021-06-10,1430433,24748,1401473,20042178,4517655,1394163
DL,2021-06-11,1430671,24772,1401977,20119290,4578721,1412047
DL,2021-06-12,1430884,24800,1402474,20190803,4633790,1440397
DL,2021-06-13,1431139,24823,1402850,20263554,4645751,1442900
DL,2021-06-14,1431270,24839,1403205,20323110,4687323,1463616
DL,2021-06-15,1431498,24851,1403569,20394401,4715919,1488293
DL,2021-06-16,1431710,24876,1404085,20472292,4752339,1506598
DL,2021-06-17,1431868,24886,1404428,20549834,4812748,1536175
DL,2021-06-18,1432033,24900,1404688,20626314,4875003,1551300
DL,2021-06-19,1432168,24907,1404889,20702001,4938050,1576775
DL,2021-06-20,1432292,24914,1405287,20774671,4948386,1578381
DL,2021-06-21,1432381,24925,1405460,20831799,5006896,1595966
DL,2021-06-22,1432778,24933,1405927,20899715,5072902,1614554
DL,2021-06-23,1433366,24940,1406629,20975900,5172626,1625636
DL,2021-06-24,1433475,24948,1406760,21053282,5309691,1645403
DL,2021-06-25,1433590,24952,1406958,21130759,5456734,1664891
DL,2021-06-26,1433675,24961,1407116,21203679,5629464,1700206
DL,2021-06-27,1433934,24965,1407401,21277877,5636415,1702823
DL,2021-06-28,1433993,24967,1407473,21336772,5801127,1742820
DL,2021-06-29,1434094,24971,1407592,21403169,5967041,1780228
DL,2021-06-30,1434188,24977,1407832,21483104,6088881,1804655
DL,2021-07-01,1434281,24981,1407943,21559572,6214716,1836645
DL,2021-07-02,1434374,24983,1408350,21633137,6345193,1866900
DL,2021-07-03,1434460,24988,1408456,21709756,6466497,1906836
DL,2021-07-04,1434554,24995,1408567,21784889,6472151,1910688
DL,2021-07-05,1434608,24997,1408699,21846294,6523882,1939807
DL,2021-07-06,1434687,25001,1408853,21916160,6543046,1955333
DL,2021-07-07,1434780,25005,1408917,21994742,6554851,1965905
DL,2021-07-08,1434873,25008,1409018,22072721,6666304,2013480
DL,2021-07-09,1434954,25011,1409145,22145913,6761670,2049346
DL,2021-07-10,1435030,25012,1409226,22227364,6814195,2076571
DL,2021-07-11,1435083,25015,1409325,22304187,6821204,2080422
DL,2021-07-12,1435128,25018,1409417,22359206,6843441,2094499
DL,2021-07-13,1435204,25020,1409501,22426970,6957233,2131485
DL,2021-07-14,1435281,25021,1409572,22503065,7002464,2151254
DL,2021-07-15,1435353,25022,1409660,22572277,7023654,2163251
DL,2021-07-16,1435419,25023,1409739,22648736,7086074,2188248
DL,2021-07-17,1435478,25027,1409830,22725157,7134416,2211701
DL,2021-07-18,1435529,25027,1409910,22796703,7141469,2216009
DL,2021-07-19,1435565,25030,1409968,22856113,7158176,2225291
DL,2021-07-20,1435609,25035,1410005,22919132,7200320,2255149
DL,2021-07-21,1435671,25039,1410066,22984943,7230289,2288595
DL,2021-07-22,1435720,25040,1410095,23043445,7252529,2314978
DL,2021-07-23,1435778,25041,1410164,23111262,7268264,2335433
DL,2021-07-24,1435844,25041,1410216,23187570,7289525,2384076
DL,2021-07-25,1435910,25043,1410288,23258328,7296521,2387695
DL,2021-07-26,1435949,25044,1410368,23314763,7311091,2430507
DL,2021-07-27,1436026,25046,1410410,23385011,7324923,2454517
DL,2021-07-28,1436093,25049,1410471,23458403,7336542,2500705
DL,2021-07-29,1436144,25049,1410541,23525771,7350096,2559680
DL,2021-07-30,1436207,25052,1410575,23595882,7363608,2601930
DL,2021-07-31,1436265,25053,1410631,23666237,7426572,2667257
DL,2021-08-01,1436350,25054,1410714,23738684,7435141,2671573
DL,2021-08-02,1436401,25054,1410809,23792412,7482004,2716719
DL,2021-08-03,1436451,25058,1410874,23856688,7533336,2762066
DL,2021-08-04,1436518,25058,1410947,23929653,7579306,2802327
DL,2021-08-05,1436579,25060,1411001,24002171,7630307,2841491
DL,2021-08-06,1436623,25065,1411042,24081339,7684071,2875606
DL,2021-08-07,1436695,25066,1411064,24155020,7744261,2935475
DL,2021-08-08,1436761,25066,1411159,24222336,7750023,2940832
DL,2021-08-09,1436800,25067,1411235,24268783,7835664,3000596
DL,2021-08-10,1436852,25068,1411280,24333906,7930829,3057218
DL,2021-08-11,1436889,25068,1411327,24400792,8002412,3101586
DL,2021-08-12,1436938,25068,1411368,24472140,8086022,3151675
DL,2021-08-13,1436988,25068,1411452,24545464,8160786,3197487
DL,2021-08-14,1437038,25069,1411491,24615976,8251002,3265001
DL,2021-08-15,1437091,25069,1411509,24680983,8253109,3266946
DL,2021-08-16,1437118,25069,1411582,24720570,8363219,3313053
DL,2021-08-17,1437156,25073,1411612,24773915,8478252,3355373
DL,2021-08-18,1437192,25077,1411688,24840360,8579961,3391632
DL,2021-08-19,1437217,25079,1411690,24909520,8686703,3429839
DL,2021-08-20,1437274,25079,1411736,24983238,8778224,3460511
DL,2021-08-21,1437293,25079,1411784,25042978,8839662,3486620
DL,2021-08-22,1437317,25079,1411840,25096602,8843040,3488587
DL,2021-08-23,1437334,25079,1411881,25142853,8943199,3531692
DL,2021-08-24,1437485,25079,1411995,25207663,9045549,3574598
DL,2021-08-25,1437550,25080,1412081,25281174,9112787,3606507
DL,2021-08-26,1437595,25080,1412102,25353327,9223738,3654648
DL,2021-08-27,1437656,25080,1412164,25427976,9328246,3703892
DL,2021-08-28,1437685,25080,1412212,25500410,9328246,3703892
DL,2021-08-29,1437716,25080,1412244,25572044,9452898,3775941
DL,2021-08-30,1437736,25081,1412280,25623431,9559709,3822954
DL,2021-08-31,1437764,25082,1412333,25678802,9657438,3861137
DL,2021-09-01,1437800,25082,1412375,25737815,9737352,3894298
DL,2021-09-02,1437839,25082,1412413,25798298,9844043,3941423
DL,2021-09-03,1437874,25082,1412430,25862110,9938147,3989233
DL,2021-09-04,1437929,25082,1412493,25932413,10040997,4054808
DL,2021-09-05,1437959,25082,1412526,25997778,10043337,4060977
DL,2021-09-06,1437991,25082,1412542,26052389,10150005,4117239
DL,2021-09-07,1438041,25083,1412572,26122321,10264809,4175368
DL,2021-09-08,1438082,25083,1412585,26197400,10361911,4223666
DL,2021-09-09,1438118,25083,1412620,26276403,10463136,4275970
DL,2021-09-10,1438154,25083,1412672,26353286,10554086,4326718
DL,2021-09-11,1438211,25083,1412716,26427826,10632504,4378313
DL,2021-09-12,1438233,25083,1412760,26489794,10637850,4384839
DL,2021-09-13,1438250,25083,1412790,26530193,10741515,4446113
DL,2021-09-14,1438288,25083,1412805,26600501,10843365,4509502
DL,2021-09-15,1438345,25083,1412858,26674700,10926463,4564261
DL,2021-09-16,1438373,25084,1412880,26747181,11004212,4622676
DL,2021-09-17,1438428,25085,1412936,26821280,11088466,4691375
DL,2021-09-18,1438469,25085,1412980,26889904,11192923,4790446
DL,2021-09-19,1438497,25085,1413025,26953206,11203425,4801807
DL,2021-09-20,1438517,25085,1413053,27001051,11314869,4901345
DL,2021-09-21,1438556,25085,1413071,27067329,11413942,4998448
DL,2021-09-22,1438586,25085,1413090,27137980,11500638,5088168
DL,2021-09-23,1438634,25085,1413116,27208513,11586343,5190550
DL,2021-09-24,1438658,25085,1413182,27277978,11657446,5281839
DL,2021-09-25,1438685,25085,1413221,27346476,11739928,5409223
DL,2021-09-26,1438714,25085,1413258,27409022,11749447,5421597
DL,2021-09-27,1438746,25085,1413295,27459389,11840383,5536668
DL,2021-09-28,1438780,25087,1413320,27459389,11921965,5635787
DL,2021-09-29,1438821,25087,1413342,27596473,11993231,5716816
DL,2021-09-30,1438868,25087,1413381,27668859,12068732,5810576
DL,2021-10-01,1438900,25087,1413404,27737167,12144237,5921236
DL,2021-10-02,1438933,25088,1413462,27805529,12198840,6004092
DL,2021-10-03,1438966,25088,1413492,27856160,12206308,6015062
DL,2021-10-04,1439000,25088,1413514,27890198,12277728,6116365
DL,2021-10-05,1439027,25088,1413590,27945735,12337877,6209956
DL,2021-10-06,1439053,25088,1413611,28012417,12381420,6277772
DL,2021-10-07,1439097,25088,1413626,28076496,12417667,6332321
DL,2021-10-08,1439136,25088,1413649,28143702,12457407,6400078
DL,2021-10-09,1439166,25088,1413701,28206152,12511988,6499860
DL,2021-10-10,1439195,25089,1413759,28265141,12536222,6523550
DL,2021-10-11,1439218,25089,1413760,28311984,12588827,6600202
DL,2021-10-12,1439252,25089,1413798,28373078,12630066,6660883
DL,2021-10-13,1439283,25089,1413856,28438626,12660057,6705507
DL,2021-10-14,1439311,25089,1413885,28499638,12688497,6752902
DL,2021-10-15,1439337,25089,1413921,28559291,12688983,6754892
DL,2021-10-16,1439358,25089,1413943,28608161,12725811,6830497
DL,2021-10-17,1439390,25089,1413981,28653028,12740728,6859515
DL,2021-10-18,1439405,25089,1414018,28697767,12773217,6922765
DL,2021-10-19,1439441,25090,1414029,28756046,12797955,6972806
DL,2021-10-20,1439466,25090,1414066,28812339,12819659,7014365
DL,2021-10-21,1439488,25090,1414087,28854902,12845186,7063620
DL,2021-10-22,1439526,25091,1414095,28910811,12867945,7104856
DL,2021-10-23,1439566,25091,1414141,28971963,12893328,7153457
DL,2021-10-24,1439603,25091,1414192,29032667,12895313,7156258
DL,2021-10-25,1439630,25091,1414232,29079334,12923071,7205493
DL,2021-10-26,1439671,25091,1414257,29129536,12949359,7252856
DL,2021-10-27,1439709,25091,1414270,29189445,12971656,7291824
DL,2021-10-28,1439751,25091,1414315,29252619,12992118,7326725
DL,2021-10-29,1439788,25091,1414363,29311912,13013583,7364070
DL,2021-10-30,1439825,25091,1414385,29371002,13043154,7413565
DL,2021-10-31,1439870,25091,1414431,29427753,13055636,7425404
DN,2020-04-09,0,0,0,80,0,0
DN,2020-04-10,0,0,0,130,0,0
DN,2020-04-11,0,0,0,211,0,0
DN,2020-04-12,0,0,0,211,0,0
DN,2020-04-13,0,0,0,211,0,0
DN,2020-04-14,0,0,0,211,0,0
DN,2020-04-15,0,0,0,356,0,0
DN,2020-04-16,0,0,0,382,0,0
DN,2020-04-17,0,0,0,382,0,0
DN,2020-04-18,0,0,0,382,0,0
DN,2020-04-19,0,0,0,382,0,0
DN,2020-04-20,0,0,0,382,0,0
DN,2020-04-21,0,0,0,474,0,0
DN,2020-04-22,0,0,0,674,0,0
DN,2020-04-23,0,0,0,913,0,0
DN,2020-04-24,0,0,0,913,0,0
DN,2020-04-25,0,0,0,1386,0,0
DN,2020-04-26,0,0,0,1901,0,0
DN,2020-04-27,0,0,0,2379,0,0
DN,2020-04-28,0,0,0,2379,0,0
DN,2020-04-29,0,0,0,2921,0,0
DN,2020-04-30,0,0,0,3464,0,0
DN,2020-05-01,0,0,0,4003,0,0
DN,2020-05-02,0,0,0,4003,0,0
DN,2020-05-03,0,0,0,4328,0,0
DN,2020-05-04,0,0,0,4434,0,0
DN,2020-05-05,1,0,0,4781,0,0
DN,2020-05-06,1,0,0,4967,0,0
DN,2020-05-07,1,0,0,5272,0,0
DN,2020-05-08,1,0,0,5430,0,0
DN,2020-05-09,1,0,0,5430,0,0
DN,2020-05-10,1,0,0,5581,0,0
DN,2020-05-11,1,0,0,5763,0,0
DN,2020-05-12,1,0,1,5977,0,0
DN,2020-05-13,1,0,1,6294,0,0
DN,2020-05-14,1,0,1,6554,0,0
DN,2020-05-15,1,0,1,6916,0,0
DN,2020-05-16,1,0,1,6916,0,0
DN,2020-05-17,1,0,1,7157,0,0
DN,2020-05-18,1,0,1,7571,0,0
DN,2020-05-19,1,0,1,7829,0,0
DN,2020-05-20,1,0,1,8137,0,0
DN,2020-05-21,1,0,1,8456,0,0
DN,2020-05-22,1,0,1,8979,0,0
DN,2020-05-23,2,0,1,9298,0,0
DN,2020-05-24,2,0,1,9678,0,0
DN,2020-05-25,2,0,1,10085,0,0
DN,2020-05-26,2,0,1,10388,0,0
DN,2020-05-27,2,0,1,10872,0,0
DN,2020-05-28,2,0,1,11177,0,0
DN,2020-05-29,2,0,1,11477,0,0
DN,2020-05-30,2,0,1,11477,0,0
DN,2020-05-31,2,0,1,11477,0,0
DN,2020-06-01,3,0,1,11693,0,0
DN,2020-06-02,3,0,1,11693,0,0
