State,Date,Confirmed,Deceased,Recovered,Tested,Vaccinated1,Vaccinated2
AN,2020-12-12,4805,61,4665,149926,0,0
AN,2020-12-13,4818,61,4673,152004,0,0
AN,2020-12-14,4834,61,4681,153685,0,0
AN,2020-12-15,4842,61,4688,155454,0,0
AN,2020-12-16,4850,61,4698,157242,0,0
AN,2020-12-17,4860,61,4707,159027,0,0
AN,2020-12-18,4869,61,4712,160856,0,0
AN,2020-12-19,4875,61,4719,162821,0,0
AN,2020-12-20,4881,61,4732,165024,0,0
AN,2020-12-21,4888,62,4740,166845,0,0
AN,2020-12-22,4893,62,4749,168769,0,0
AN,2020-12-23,4896,62,4761,170666,0,0
AN,2020-12-24,4901,62,4775,172756,0,0
AN,2020-12-25,4912,62,4781,174482,0,0
AN,2020-12-26,4912,62,4789,175578,0,0
AN,2020-12-27,4924,62,4798,176898,0,0
AN,2020-12-28,4929,62,4803,177926,0,0
AN,2020-12-29,4936,62,4811,179444,0,0
AN,2020-12-30,4941,62,4820,180626,0,0
AN,2020-12-31,4945,62,4826,181640,0,0
AN,2021-01-01,4946,62,4830,182631,0,0
AN,2021-01-02,4947,62,4837,183725,0,0
AN,2021-01-03,4948,62,4846,184955,0,0
AN,2021-01-04,4948,62,4848,186140,0,0
AN,2021-01-05,4949,62,4856,187115,0,0
AN,2021-01-06,4949,62,4859,188351,0,0
AN,2021-01-07,4958,62,4864,190031,0,0
AN,2021-01-08,4959,62,4866,191206,0,0
AN,2021-01-09,4959,62,4873,192560,0,0
AN,2021-01-10,4960,62,4875,193719,0,0
AN,2021-01-11,4963,62,4884,195351,0,0
AN,2021-01-12,4966,62,4886,196859,0,0
AN,2021-01-13,4969,62,4891,198478,0,0
AN,2021-01-14,4976,62,4891,199805,0,0
AN,2021-01-15,4979,62,4895,200953,0,0
AN,2021-01-16,4982,62,4895,202521,225,0
AN,2021-01-17,4983,62,4896,203741,225,0
AN,2021-01-18,4988,62,4897,205411,442,0
AN,2021-01-19,4989,62,4897,206732,644,0
AN,2021-01-20,4991,62,4900,208179,644,0
AN,2021-01-21,4991,62,4904,209437,1032,0
AN,2021-01-22,4992,62,4907,210762,1466,0
AN,2021-01-23,4993,62,4907,212393,1998,0
AN,2021-01-24,4993,62,4908,213467,2019,0
AN,2021-01-25,4994,62,4917,214915,2369,0
AN,2021-01-26,4994,62,4917,215858,2369,0
AN,2021-01-27,4994,62,4922,217007,2385,0
AN,2021-01-28,4994,62,4924,218629,2656,0
AN,2021-01-29,4994,62,4927,220484,2727,0
AN,2021-01-30,4994,62,4928,221876,2727,0
AN,2021-01-31,4994,62,4928,223137,2727,0
AN,2021-02-01,4994,62,4932,224852,2727,0
AN,2021-02-02,4994,62,4932,226584,2727,0
AN,2021-02-03,4994,62,4932,228290,2772,0
AN,2021-02-04,4994,62,4932,230133,2938,0
AN,2021-02-05,4997,62,4932,231633,3161,0
AN,2021-02-06,5000,62,4932,233597,3161,0
AN,2021-02-07,5001,62,4932,235072,3397,0
AN,2021-02-08,5005,62,4932,236643,3397,0
AN,2021-02-09,5007,62,4932,238339,3413,0
AN,2021-02-10,5007,62,4932,240362,3413,0
AN,2021-02-11,5007,62,4932,241833,3454,0
AN,2021-02-12,5007,62,4934,243631,3454,0
AN,2021-02-13,5009,62,4938,245745,3646,0
AN,2021-02-14,5009,62,4938,247289,3646,0
AN,2021-02-15,5009,62,4938,248562,3847,182
AN,2021-02-16,5013,62,4943,250037,3847,182
AN,2021-02-17,5014,62,4944,251774,4045,182
AN,2021-02-18,5014,62,4944,253718,4347,495
AN,2021-02-19,5014,62,4948,255675,4453,895
AN,2021-02-20,5014,62,4949,257213,4846,1306
AN,2021-02-21,5014,62,4949,258773,4846,1306
AN,2021-02-22,5015,62,4949,260324,5442,1870
AN,2021-02-23,5016,62,4949,261719,5565,2018
AN,2021-02-24,5016,62,4950,263090,5644,2118
AN,2021-02-25,5016,62,4952,264369,6034,2385
AN,2021-02-26,5017,62,4952,265852,6134,2422
AN,2021-02-27,5018,62,4952,267209,6134,2422
AN,2021-02-28,5020,62,4952,268499,6134,2422
AN,2021-03-01,5020,62,4952,269799,6581,2556
AN,2021-03-02,5020,62,4952,271193,6912,2589
AN,2021-03-03,5022,62,4952,273010,6912,2589
AN,2021-03-04,5024,62,4953,274849,6912,2589
AN,2021-03-05,5024,62,4954,276471,8392,2727
AN,2021-03-06,5024,62,4955,278437,8977,2865
AN,2021-03-07,5024,62,4955,280041,9187,2865
AN,2021-03-08,5026,62,4957,281955,9890,2998
AN,2021-03-09,5028,62,4958,283492,10433,3037
AN,2021-03-10,5028,62,4960,285087,10749,3048
AN,2021-03-11,5028,62,4960,286505,11228,3060
AN,2021-03-12,5029,62,4961,288197,11729,3145
AN,2021-03-13,5030,62,4964,290341,11921,3282
AN,2021-03-14,5031,62,4964,291842,11921,3282
AN,2021-03-15,5031,62,4966,294094,12360,3486
AN,2021-03-16,5032,62,4967,295827,12632,3562
AN,2021-03-17,5035,62,4967,297433,12632,3562
AN,2021-03-18,5036,62,4969,299048,13102,3969
AN,2021-03-19,5038,62,4969,300892,13517,3989
AN,2021-03-20,5038,62,4969,302566,13785,4347
AN,2021-03-21,5039,62,4969,304391,13785,4347
AN,2021-03-22,5039,62,4969,305778,14161,4829
AN,2021-03-23,5039,62,4972,307255,14751,5001
AN,2021-03-24,5041,62,4973,308812,14934,5068
AN,2021-03-25,5042,62,4974,310615,15377,5295
AN,2021-03-26,5043,62,4974,312378,15639,5352
AN,2021-03-27,5044,62,4975,314309,15989,5372
AN,2021-03-28,5046,62,4976,315818,15989,5372
AN,2021-03-29,5052,62,4976,317137,15989,5372
AN,2021-03-30,5081,62,4976,318382,16480,5608
AN,2021-03-31,5083,62,4976,319864,16480,5608
AN,2021-04-01,5084,62,4980,321456,17208,5666
AN,2021-04-02,5084,62,4981,323001,17669,5198
AN,2021-04-03,5098,62,4987,324207,18190,5242
AN,2021-04-04,5109,62,4990,325826,18833,5243
AN,2021-04-05,5116,62,5001,327270,19927,5290
AN,2021-04-06,5123,62,5010,328737,21509,5341
AN,2021-04-07,5131,62,5020,330481,22919,5350
AN,2021-04-08,5149,62,5027,332119,25396,5403
AN,2021-04-09,5161,62,5028,333671,27698,5519
AN,2021-04-10,5175,62,5038,335784,29877,5570
AN,2021-04-11,5190,62,5040,337833,32059,5612
AN,2021-04-12,5201,62,5050,339482,36572,5713
AN,2021-04-13,5209,62,5054,341557,43069,5832
AN,2021-04-14,5247,63,5078,343431,49657,5941
AN,2021-04-15,5262,63,5082,345485,54819,6079
AN,2021-04-16,5289,63,5110,347489,61411,6323
AN,2021-04-17,5331,64,5146,349739,67540,6568
AN,2021-04-18,5390,64,5200,352086,71357,6879
AN,2021-04-19,5421,64,5212,353754,75722,7363
AN,2021-04-20,5466,64,5243,355507,78989,7937
AN,2021-04-21,5490,64,5276,357442,80901,8171
AN,2021-04-22,5527,65,5309,358903,83377,8600
AN,2021-04-23,5569,65,5358,360595,85201,8965
AN,2021-04-24,5614,66,5410,361594,86810,9299
AN,2021-04-25,5665,66,5467,363056,87865,9527
AN,2021-04-26,5716,66,5520,364735,89290,9819
AN,2021-04-27,5764,66,5562,366683,90471,10117
AN,2021-04-28,5816,67,5606,367689,91394,10376
AN,2021-04-29,5875,67,5643,368945,92417,10581
AN,2021-04-30,5949,67,5701,370896,93493,10881
AN,2021-05-01,6046,68,5773,372214,94050,11113
AN,2021-05-02,6084,69,5798,373007,94126,11160
AN,2021-05-03,6150,70,5850,373785,94599,11604
AN,2021-05-04,6181,70,5879,374428,94939,11941
AN,2021-05-05,6223,71,5928,375095,95314,12442
AN,2021-05-06,6255,72,5958,375477,96017,12812
AN,2021-05-07,6311,72,6030,375967,96702,13166
AN,2021-05-08,6341,74,6056,376536,97202,13455
AN,2021-05-09,6367,76,6088,376933,97284,13456
AN,2021-05-10,6398,78,6125,377293,97829,13805
AN,2021-05-11,6426,78,6149,377516,98215,14015
AN,2021-05-12,6470,81,6175,378060,98564,14245
AN,2021-05-13,6510,83,6213,378462,98828,14618
AN,2021-05-14,6542,85,6225,378887,98837,14618
AN,2021-05-15,6568,85,6267,379096,99084,14910
AN,2021-05-16,6603,88,6283,379674,99085,14921
AN,2021-05-17,6638,89,6329,380102,99514,14926
AN,2021-05-18,6674,92,6359,380395,99792,14929
AN,2021-05-19,6709,95,6385,380853,100295,14941
AN,2021-05-20,6758,96,6401,381349,102026,15149
AN,2021-05-21,6789,98,6417,382015,102792,15151
AN,2021-05-22,6820,101,6441,382640,103602,15152
AN,2021-05-23,6844,103,6473,383265,103987,15152
AN,2021-05-24,6853,104,6495,383396,104438,15152
AN,2021-05-25,6878,106,6544,383727,105123,15154
AN,2021-05-26,6901,108,6573,384188,105932,15154
AN,2021-05-27,6917,109,6591,384528,106543,15157
AN,2021-05-28,6936,113,6630,385020,107301,15162
AN,2021-05-29,6964,113,6660,385564,108314,15166
AN,2021-05-30,6984,114,6683,385988,108556,15166
AN,2021-05-31,7005,115,6719,386613,109084,15181
AN,2021-06-01,7018,118,6745,387348,109815,15186
AN,2021-06-02,7043,119,6781,387871,110314,15190
AN,2021-06-03,7070,119,6820,388486,110997,15198
AN,2021-06-04,7088,121,6852,389152,111498,15206
AN,2021-06-05,7105,122,6876,389785,111961,15222
AN,2021-06-06,7119,122,6894,390574,111969,15222
AN,2021-06-07,7131,123,6912,391273,112476,15250
AN,2021-06-08,7154,125,6935,392095,112875,15276
AN,2021-06-09,7168,125,6952,392974,113196,15287
AN,2021-06-10,7197,125,6973,393692,114083,15300
AN,2021-06-11,7233,125,6984,394822,114829,15319
AN,2021-06-12,7243,126,6996,395624,115686,15348
AN,2021-06-13,7261,126,7025,396534,115688,15348
AN,2021-06-14,7269,126,7034,397190,116624,15368
AN,2021-06-15,7280,126,7049,397953,117533,15390
AN,2021-06-16,7306,127,7079,398852,118493,15413
AN,2021-06-17,7335,127,7104,399580,119426,15442
AN,2021-06-18,7363,127,7128,400211,120356,15460
AN,2021-06-19,7394,127,7162,400997,121196,15497
AN,2021-06-20,7406,127,7177,401769,121198,15497
AN,2021-06-21,7415,127,7191,402629,121956,15520
AN,2021-06-22,7425,127,7195,403616,124713,15556
AN,2021-06-23,7438,127,7210,404494,128612,15591
AN,2021-06-24,7440,127,7214,405197,133497,15772
AN,2021-06-25,7441,127,7245,405887,138286,15846
AN,2021-06-26,7446,127,7265,406529,143336,16301
AN,2021-06-27,7455,127,7266,407488,145019,16306
AN,2021-06-28,7462,128,7286,408220,148504,17435
AN,2021-06-29,7466,128,7296,409212,153048,18542
AN,2021-06-30,7467,128,7308,409890,156470,19823
AN,2021-07-01,7469,128,7308,410741,157304,21198
AN,2021-07-02,7475,128,7325,411442,158335,22887
AN,2021-07-03,7478,128,7330,412361,159330,24773
AN,2021-07-04,7482,128,7333,413316,159342,25173
AN,2021-07-05,7482,128,7339,414166,160298,29266
AN,2021-07-06,7487,128,7343,415066,161401,35088
AN,2021-07-07,7491,128,7349,416065,162375,40529
AN,2021-07-08,7492,128,7351,416815,163284,45356
AN,2021-07-09,7492,128,7352,417598,164079,51673
AN,2021-07-10,7492,129,7352,418550,166120,56520
AN,2021-07-11,7492,129,7352,419287,166343,56716
AN,2021-07-12,7493,129,7355,420157,168329,62169
AN,2021-07-13,7496,129,7358,421108,174389,66257
AN,2021-07-14,7499,129,7359,421940,177014,69670
AN,2021-07-15,7501,129,7359,422876,178777,72480
AN,2021-07-16,7505,129,7360,423910,179882,74953
AN,2021-07-17,7506,129,7361,425268,180673,77199
AN,2021-07-18,7510,129,7365,426511,180805,77305
AN,2021-07-19,7516,129,7368,427711,181725,79542
AN,2021-07-20,7518,129,7370,428751,184157,81542
AN,2021-07-21,7521,129,7374,429739,184160,81594
AN,2021-07-22,7525,129,7377,430415,187006,83658
AN,2021-07-23,7525,129,7379,431486,190153,85236
AN,2021-07-24,7525,129,7382,432627,192718,86477
AN,2021-07-25,7529,129,7385,433596,193281,86558
AN,2021-07-26,7530,129,7387,434929,195082,87884
AN,2021-07-27,7530,129,7389,436240,197991,88866
AN,2021-07-28,7531,129,7395,437301,201244,89557
AN,2021-07-29,7534,129,7395,438456,203975,90223
AN,2021-07-30,7535,129,7398,439639,206031,90865
AN,2021-07-31,7537,129,7400,440870,209696,91562
AN,2021-08-01,7539,129,7403,442063,209744,91633
AN,2021-08-02,7539,129,7404,443192,210578,92157
AN,2021-08-03,7540,129,7405,444838,211569,92591
AN,2021-08-04,7541,129,7408,445987,212573,93164
AN,2021-08-05,7541,129,7408,447339,213457,93559
AN,2021-08-06,7541,129,7408,448882,214334,93845
AN,2021-08-07,7544,129,7409,450208,215022,94251
AN,2021-08-08,7546,129,7410,451415,215077,94272
AN,2021-08-09,7546,129,7412,452587,216053,94601
AN,2021-08-10,7548,129,7412,453934,216987,95049
AN,2021-08-11,7548,129,7413,455101,219316,95494
AN,2021-08-12,7548,129,7413,456247,223763,95987
AN,2021-08-13,7548,129,7415,457530,228316,96507
AN,2021-08-14,7548,129,7417,458881,232709,97287
AN,2021-08-15,7548,129,7419,459903,232929,97305
AN,2021-08-16,7549,129,7419,461421,234616,97814
AN,2021-08-17,7549,129,7419,463317,235835,98337
AN,2021-08-18,7550,129,7419,465502,236656,99260
AN,2021-08-19,7553,129,7419,467535,236726,99292
AN,2021-08-20,7556,129,7419,469406,238192,99659
AN,2021-08-21,7557,129,7419,471525,238494,100155
AN,2021-08-22,7557,129,7420,472803,238632,100172
AN,2021-08-23,7559,129,7420,474665,241644,101276
AN,2021-08-24,7560,129,7421,476828,244623,102072
AN,2021-08-25,7560,129,7424,478969,247534,103030
AN,2021-08-26,7560,129,7427,480928,249788,103491
AN,2021-08-27,7560,129,7428,482951,251619,104010
AN,2021-08-28,7560,129,7428,484869,251619,104010
AN,2021-08-29,7564,129,7430,486944,254459,104851
AN,2021-08-30,7565,129,7431,488646,255805,105042
AN,2021-08-31,7566,129,7431,490652,257495,105802
AN,2021-09-01,7566,129,7431,492647,258946,106378
AN,2021-09-02,7567,129,7431,494555,260237,107011
AN,2021-09-03,7570,129,7432,496179,261134,107514
AN,2021-09-04,7572,129,7436,498055,262154,108224
AN,2021-09-05,7572,129,7437,499979,262193,108239
AN,2021-09-06,7572,129,7437,501988,263057,109226
AN,2021-09-07,7573,129,7437,504146,264215,110115
AN,2021-09-08,7576,129,7438,506028,265589,110961
AN,2021-09-09,7577,129,7441,508157,267126,112124
AN,2021-09-10,7579,129,7443,510069,268265,112802
AN,2021-09-11,7580,129,7443,511969,269519,114036
AN,2021-09-12,7582,129,7444,513687,271358,114406
AN,2021-09-13,7584,129,7447,515139,273062,115236
AN,2021-09-14,7592,129,7448,517648,275024,117136
AN,2021-09-15,7592,129,7450,519910,278794,119491
AN,2021-09-16,7595,129,7451,522279,279634,122039
AN,2021-09-17,7596,129,7453,524696,283628,125298
AN,2021-09-18,7598,129,7455,527246,285173,129797
AN,2021-09-19,7600,129,7458,529828,286313,131393
AN,2021-09-20,7602,129,7458,532511,286761,134854
AN,2021-09-21,7607,129,7461,534985,287185,138962
AN,2021-09-22,7615,129,7466,537184,287532,142453
AN,2021-09-23,7616,129,7470,539577,287854,144530
AN,2021-09-24,7617,129,7472,542063,288184,146201
AN,2021-09-25,7618,129,7473,544159,288494,148044
