State,Date,delta7_Confirmed,delta7_Deceased,delta7_Recovered,delta7_Vaccinated1,delta7_Vaccinated2
AR,2020-10-19,1276,6,1377,0,0
AR,2020-10-20,1217,3,1462,0,0
AR,2020-10-21,1144,2,1505,0,0
AR,2020-10-22,1106,2,1518,0,0
AR,2020-10-23,976,3,1542,0,0
AR,2020-10-24,863,3,1466,0,0
AR,2020-10-25,839,3,1399,0,0
AR,2020-10-26,748,5,1402,0,0
AR,2020-10-27,694,5,1262,0,0
AR,2020-10-28,668,5,1281,0,0
AR,2020-10-29,591,5,1216,0,0
AR,2020-10-30,607,4,1164,0,0
AR,2020-10-31,641,4,1178,0,0
AR,2020-11-01,637,4,1122,0,0
AR,2020-11-02,607,3,1056,0,0
AR,2020-11-03,611,6,1070,0,0
AR,2020-11-04,580,7,992,0,0
AR,2020-11-05,576,6,957,0,0
AR,2020-11-06,573,6,902,0,0
AR,2020-11-07,537,8,826,0,0
AR,2020-11-08,555,9,808,0,0
AR,2020-11-09,486,8,728,0,0
AR,2020-11-10,498,4,684,0,0
AR,2020-11-11,497,3,654,0,0
AR,2020-11-12,457,4,634,0,0
AR,2020-11-13,433,4,640,0,0
AR,2020-11-14,403,3,636,0,0
AR,2020-11-15,376,2,619,0,0
AR,2020-11-16,384,2,622,0,0
AR,2020-11-17,323,2,593,0,0
AR,2020-11-18,288,2,589,0,0
AR,2020-11-19,275,2,586,0,0
AR,2020-11-20,243,2,551,0,0
AR,2020-11-21,245,1,516,0,0
AR,2020-11-22,249,1,472,0,0
AR,2020-11-23,224,1,448,0,0
AR,2020-11-24,240,1,447,0,0
AR,2020-11-25,229,1,442,0,0
AR,2020-11-26,228,0,429,0,0
AR,2020-11-27,230,1,400,0,0
AR,2020-11-28,225,2,386,0,0
AR,2020-11-29,208,5,392,0,0
AR,2020-11-30,190,5,375,0,0
AR,2020-12-01,152,5,365,0,0
AR,2020-12-02,146,5,331,0,0
AR,2020-12-03,144,5,296,0,0
AR,2020-12-04,136,5,291,0,0
AR,2020-12-05,122,4,258,0,0
AR,2020-12-06,126,1,241,0,0
AR,2020-12-07,133,1,242,0,0
AR,2020-12-08,141,1,234,0,0
AR,2020-12-09,141,1,209,0,0
AR,2020-12-10,131,1,214,0,0
AR,2020-12-11,130,0,602,0,0
AR,2020-12-12,120,0,599,0,0
AR,2020-12-13,118,0,601,0,0
AR,2020-12-14,121,0,590,0,0
AR,2020-12-15,116,0,574,0,0
AR,2020-12-16,113,0,581,0,0
AR,2020-12-17,124,0,551,0,0
AR,2020-12-18,114,0,159,0,0
AR,2020-12-19,125,0,153,0,0
AR,2020-12-20,117,0,144,0,0
AR,2020-12-21,116,1,126,0,0
AR,2020-12-22,104,1,115,0,0
AR,2020-12-23,95,1,123,0,0
AR,2020-12-24,75,1,148,0,0
AR,2020-12-25,67,1,132,0,0
AR,2020-12-26,58,1,144,0,0
AR,2020-12-27,59,1,153,0,0
AR,2020-12-28,44,0,152,0,0
AR,2020-12-29,52,0,159,0,0
AR,2020-12-30,42,0,148,0,0
AR,2020-12-31,41,0,126,0,0
AR,2021-01-01,41,0,112,0,0
AR,2021-01-02,40,0,99,0,0
AR,2021-01-03,43,0,80,0,0
AR,2021-01-04,45,0,77,0,0
AR,2021-01-05,35,0,71,0,0
AR,2021-01-06,42,0,60,0,0
AR,2021-01-07,38,0,58,0,0
AR,2021-01-08,45,0,65,0,0
AR,2021-01-09,40,0,71,0,0
AR,2021-01-10,40,0,67,0,0
AR,2021-01-11,36,0,60,0,0
AR,2021-01-12,38,0,56,0,0
AR,2021-01-13,30,0,60,0,0
AR,2021-01-14,41,0,52,0,0
AR,2021-01-15,38,0,51,0,0
AR,2021-01-16,41,0,43,829,0
AR,2021-01-17,39,0,47,829,0
AR,2021-01-18,35,0,41,2805,0
AR,2021-01-19,33,0,42,2805,0
AR,2021-01-20,32,0,44,3023,0
AR,2021-01-21,18,0,48,4682,0
AR,2021-01-22,15,0,42,5956,0
AR,2021-01-23,10,0,35,5682,0
AR,2021-01-24,8,0,48,5682,0
AR,2021-01-25,8,0,50,4502,0
AR,2021-01-26,6,0,44,4502,0
AR,2021-01-27,9,0,40,4284,0
AR,2021-01-28,11,0,34,3974,0
AR,2021-01-29,10,0,34,3309,0
AR,2021-01-30,10,0,33,3140,0
AR,2021-01-31,9,0,14,3140,0
AR,2021-02-01,8,0,13,2484,0
AR,2021-02-02,8,0,11,2484,0
AR,2021-02-03,5,0,11,2539,0
AR,2021-02-04,2,0,9,2233,0
AR,2021-02-05,2,0,7,2569,0
AR,2021-02-06,2,0,9,2695,0
AR,2021-02-07,2,0,8,2695,0
AR,2021-02-08,3,0,8,3688,0
AR,2021-02-09,2,0,9,3689,0
AR,2021-02-10,2,0,7,3634,0
AR,2021-02-11,3,0,6,3433,0
AR,2021-02-12,3,0,6,3264,0
AR,2021-02-13,2,0,5,3287,461
AR,2021-02-14,2,0,6,3287,461
AR,2021-02-15,2,0,4,3134,1574
AR,2021-02-16,2,0,3,3133,1574
AR,2021-02-17,2,0,3,3133,1574
AR,2021-02-18,4,0,4,4037,2941
AR,2021-02-19,4,0,4,4510,3951
AR,2021-02-20,4,0,3,4069,3580
AR,2021-02-21,4,0,2,4069,3580
AR,2021-02-22,3,0,1,4705,3758
AR,2021-02-23,3,0,2,5806,3923
AR,2021-02-24,3,0,2,5820,3923
AR,2021-02-25,0,0,2,5834,3390
AR,2021-02-26,0,0,2,5771,2790
AR,2021-02-27,0,0,5,5677,2700
AR,2021-02-28,0,0,5,5677,2700
AR,2021-03-01,1,0,5,6254,1977
AR,2021-03-02,2,0,4,7161,1954
AR,2021-03-03,2,0,4,7278,1954
AR,2021-03-04,2,0,3,8540,1766
AR,2021-03-05,3,0,3,9587,2211
AR,2021-03-06,3,0,0,10831,2716
AR,2021-03-07,3,0,0,10831,2716
AR,2021-03-08,2,0,0,10639,2954
AR,2021-03-09,1,0,0,10153,3200
AR,2021-03-10,2,0,0,10022,3200
AR,2021-03-11,2,0,0,9363,3193
AR,2021-03-12,1,0,0,8928,2863
AR,2021-03-13,1,0,1,8598,2791
AR,2021-03-14,1,0,1,8598,2791
AR,2021-03-15,1,0,3,9095,2751
AR,2021-03-16,2,0,3,8951,2833
AR,2021-03-17,1,0,3,8951,2833
AR,2021-03-18,2,0,3,9118,3282
AR,2021-03-19,2,0,3,8827,3662
AR,2021-03-20,2,0,2,9242,3621
AR,2021-03-21,2,0,2,9242,3621
AR,2021-03-22,2,0,1,9299,3807
AR,2021-03-23,1,0,1,9415,3891
AR,2021-03-24,1,0,2,9435,3990
AR,2021-03-25,0,0,2,9449,3658
AR,2021-03-26,1,0,2,9830,3505
AR,2021-03-27,3,0,2,10222,3309
AR,2021-03-28,3,0,2,10222,3309
AR,2021-03-29,3,0,1,8013,2369
AR,2021-03-30,3,0,1,7852,2563
AR,2021-03-31,3,0,0,7832,2464
AR,2021-04-01,3,0,0,10841,3425
AR,2021-04-02,3,0,0,14592,4101
AR,2021-04-03,4,0,0,16095,4891
AR,2021-04-04,4,0,0,17621,5195
AR,2021-04-05,6,0,0,18793,4991
AR,2021-04-06,8,0,1,20913,5464
AR,2021-04-07,16,0,3,22299,5843
AR,2021-04-08,28,0,3,21601,5637
AR,2021-04-09,29,0,4,20809,5442
AR,2021-04-10,29,0,5,21391,5477
AR,2021-04-11,33,0,5,23196,5637
AR,2021-04-12,37,0,6,29247,7405
AR,2021-04-13,49,0,5,32005,7622
AR,2021-04-14,51,0,4,36259,7921
AR,2021-04-15,47,0,10,33967,6919
AR,2021-04-16,73,0,11,32876,7362
AR,2021-04-17,89,0,16,32332,7306
AR,2021-04-18,105,0,19,30308,7262
AR,2021-04-19,164,0,29,28136,7907
AR,2021-04-20,211,0,44,26275,7903
AR,2021-04-21,274,0,59,24205,8084
AR,2021-04-22,376,0,62,26985,9310
AR,2021-04-23,482,0,121,28369,9458
AR,2021-04-24,579,0,134,28575,9663
AR,2021-04-25,620,2,159,28147,9529
AR,2021-04-26,723,2,173,27443,9216
AR,2021-04-27,785,2,186,27093,8995
AR,2021-04-28,876,2,187,28179,9179
AR,2021-04-29,960,3,225,28115,9034
AR,2021-04-30,989,3,213,27962,8979
AR,2021-05-01,1090,3,250,27270,9183
AR,2021-05-02,1131,1,305,26972,9265
AR,2021-05-03,1183,1,370,25398,9941
AR,2021-05-04,1294,1,480,23838,10523
AR,2021-05-05,1350,1,539,22026,11471
AR,2021-05-06,1378,0,632,20062,12180
AR,2021-05-07,1383,1,715,17607,13100
AR,2021-05-08,1410,1,794,16703,14140
AR,2021-05-09,1427,1,899,16700,14443
AR,2021-05-10,1412,5,988,15815,15437
AR,2021-05-11,1383,9,1082,14984,15699
AR,2021-05-12,1442,10,1114,13715,14063
AR,2021-05-13,1476,13,1154,12246,12488
AR,2021-05-14,1571,17,1245,10895,10142
AR,2021-05-15,1576,18,1309,10401,7964
AR,2021-05-16,1637,21,1289,10235,7296
AR,2021-05-17,1736,21,1324,13488,3748
AR,2021-05-18,1887,19,1394,17482,1736
AR,2021-05-19,1945,20,1434,21077,1389
AR,2021-05-20,2049,17,1468,25694,695
AR,2021-05-21,2180,15,1451,27696,362
AR,2021-05-22,2245,17,1543,28102,206
AR,2021-05-23,2291,17,1635,28517,203
AR,2021-05-24,2467,17,1669,26039,195
AR,2021-05-25,2540,17,1598,21904,220
AR,2021-05-26,2577,18,1640,17535,223
AR,2021-05-27,2661,20,1680,12003,207
AR,2021-05-28,2764,19,1807,9910,280
AR,2021-05-29,2911,19,1910,9246,262
AR,2021-05-30,2857,17,1956,8751,264
AR,2021-05-31,2699,13,2058,6612,299
AR,2021-06-01,2640,12,2179,7702,297
AR,2021-06-02,2642,11,2318,13520,353
AR,2021-06-03,2562,10,2401,20618,416
AR,2021-06-04,2469,11,2483,31039,367
AR,2021-06-05,2335,9,2491,39712,330
AR,2021-06-06,2386,10,2566,43346,341
AR,2021-06-07,2424,10,2729,50322,350
AR,2021-06-08,2358,10,2815,53024,328
AR,2021-06-09,2229,10,2765,52134,332
AR,2021-06-10,2110,14,2730,48800,370
AR,2021-06-11,2064,16,2603,42128,415
AR,2021-06-12,2035,20,2581,37299,429
AR,2021-06-13,1946,20,2634,37470,428
AR,2021-06-14,1952,26,2477,35856,432
AR,2021-06-15,1938,29,2365,35742,508
AR,2021-06-16,1941,27,2375,42790,558
AR,2021-06-17,1991,25,2462,52728,522
AR,2021-06-18,1842,21,2496,63140,514
AR,2021-06-19,1775,16,2345,67039,590
AR,2021-06-20,1799,14,2155,65225,592
AR,2021-06-21,1727,8,2069,72571,649
AR,2021-06-22,1726,5,2022,78152,778
AR,2021-06-23,1728,5,1966,77234,764
AR,2021-06-24,1731,4,1875,74244,1147
AR,2021-06-25,1788,6,1858,70493,1240
AR,2021-06-26,1844,8,1891,71848,1720
AR,2021-06-27,1851,8,1863,75199,2233
AR,2021-06-28,1852,8,1806,75955,3217
AR,2021-06-29,1907,8,1760,71807,3728
AR,2021-06-30,1941,12,1734,72351,4412
AR,2021-07-01,1954,14,1722,70011,5127
AR,2021-07-02,2092,11,1640,66982,6739
AR,2021-07-03,2170,9,1650,64089,8122
AR,2021-07-04,2173,10,1697,62893,8411
AR,2021-07-05,2304,12,1751,59345,11079
AR,2021-07-06,2308,13,1809,59919,13679
AR,2021-07-07,2426,12,1813,56726,16788
AR,2021-07-08,2514,9,1828,56185,19274
AR,2021-07-09,2513,10,1910,56234,21066
AR,2021-07-10,2626,12,1930,55660,22205
AR,2021-07-11,2712,12,1943,54557,22402
AR,2021-07-12,2852,12,2040,50543,22948
AR,2021-07-13,2935,12,2092,50245,23453
AR,2021-07-14,2996,11,2167,45879,23201
AR,2021-07-15,2964,12,2235,43148,24141
AR,2021-07-16,3004,13,2286,39916,24753
AR,2021-07-17,3001,13,2406,37363,24788
AR,2021-07-18,3005,13,2497,36263,24712
AR,2021-07-19,2945,12,2591,35104,24829
AR,2021-07-20,2990,10,2652,31771,24167
AR,2021-07-21,2943,9,2731,30905,24067
AR,2021-07-22,3062,11,2830,28258,23428
AR,2021-07-23,3099,13,2991,26933,23347
AR,2021-07-24,3139,12,2985,26039,22832
AR,2021-07-25,3045,14,2978,25530,22525
AR,2021-07-26,3029,15,2955,23740,21321
AR,2021-07-27,2996,18,3023,22804,20248
AR,2021-07-28,2920,20,2983,21532,19353
AR,2021-07-29,2769,17,2898,20398,17702
AR,2021-07-30,2668,14,2869,18912,16069
AR,2021-07-31,2419,16,2914,18492,15281
AR,2021-08-01,2393,15,2969,17513,14893
AR,2021-08-02,2208,16,3003,17019,13593
AR,2021-08-03,2084,13,3006,16732,12715
AR,2021-08-04,2061,12,3013,16492,11564
AR,2021-08-05,1964,11,2979,16705,10949
AR,2021-08-06,1812,11,2911,16944,9666
AR,2021-08-07,1794,11,2864,16146,8836
AR,2021-08-08,1810,11,2794,16637,8822
AR,2021-08-09,1807,12,2697,16488,9977
AR,2021-08-10,1721,14,2523,16182,11291
AR,2021-08-11,1590,15,2424,15546,12977
AR,2021-08-12,1532,15,2348,15060,14372
AR,2021-08-13,1471,15,2199,13965,15689
AR,2021-08-14,1384,12,2118,12921,16335
AR,2021-08-15,1278,10,2028,12232,16338
AR,2021-08-16,1141,6,1905,10490,16097
AR,2021-08-17,1050,4,1819,9681,15481
AR,2021-08-18,1006,3,1806,9632,14114
AR,2021-08-19,946,4,1773,8912,12821
AR,2021-08-20,905,5,1719,8655,11873
AR,2021-08-21,865,5,1605,8561,11630
AR,2021-08-22,866,7,1519,8433,11552
AR,2021-08-23,795,7,1462,8673,10487
AR,2021-08-24,754,7,1383,8769,10323
AR,2021-08-25,726,5,1244,8624,11189
AR,2021-08-26,715,5,1124,8867,12609
AR,2021-08-27,716,3,1071,9681,15326
AR,2021-08-28,666,3,982,8733,13904
AR,2021-08-29,656,1,949,11057,20538
AR,2021-08-30,652,1,913,12286,24835
AR,2021-08-31,622,1,885,13464,27806
AR,2021-09-01,577,1,865,13606,28672
AR,2021-09-02,522,1,842,13333,29215
AR,2021-09-03,457,2,774,12318,28886
AR,2021-09-04,471,4,768,13622,32509
AR,2021-09-05,468,4,739,11207,26798
AR,2021-09-06,448,7,707,9799,25977
AR,2021-09-07,443,8,687,8221,24557
AR,2021-09-08,449,9,696,7583,26028
AR,2021-09-09,448,8,663,7324,27347
AR,2021-09-10,446,7,649,7105,28882
AR,2021-09-11,408,6,603,6673,29746
AR,2021-09-12,394,6,553,6444,29441
AR,2021-09-13,399,3,497,6271,32862
AR,2021-09-14,398,3,478,6407,36060
AR,2021-09-15,392,2,462,6144,38363
AR,2021-09-16,386,2,454,6032,39843
AR,2021-09-17,365,2,441,5543,38349
AR,2021-09-18,350,1,449,5547,40688
AR,2021-09-19,338,1,441,5536,41020
AR,2021-09-20,319,2,440,5403,43379
AR,2021-09-21,318,2,432,5377,45678
AR,2021-09-22,298,2,399,5646,46709
AR,2021-09-23,295,2,401,5906,49366
AR,2021-09-24,288,2,387,6739,54808
AR,2021-09-25,289,3,389,6914,55362
AR,2021-09-26,282,3,378,7029,56456
AR,2021-09-27,269,2,358,7119,55752
AR,2021-09-28,254,2,326,7313,54226
AR,2021-09-29,331,3,330,7156,53081
AR,2021-09-30,341,3,347,7166,50991
AR,2021-10-01,364,4,335,6879,48434
AR,2021-10-02,344,3,294,6108,43222
AR,2021-10-03,373,3,285,5898,41693
AR,2021-10-04,357,3,259,5958,40076
AR,2021-10-05,327,2,249,5782,39327
AR,2021-10-06,240,3,252,5667,37726
AR,2021-10-07,218,3,215,5511,37042
AR,2021-10-08,185,3,222,5202,35665
AR,2021-10-09,188,3,305,5544,38117
AR,2021-10-10,175,3,314,5682,38313
AR,2021-10-11,172,3,351,5336,36893
AR,2021-10-12,171,3,346,4837,34027
AR,2021-10-13,142,1,342,4434,32144
AR,2021-10-14,114,1,330,3582,26757
AR,2021-10-15,99,0,305,2922,22174
AR,2021-10-16,99,0,214,2610,20194
AR,2021-10-17,87,0,213,2491,19845
AR,2021-10-18,90,0,177,2109,18010
AR,2021-10-19,89,0,180,2027,17666
AR,2021-10-20,89,0,175,1985,17694
AR,2021-10-21,107,0,169,2426,21043
AR,2021-10-22,111,0,153,3014,24809
AR,2021-10-23,109,0,137,3169,25283
AR,2021-10-24,102,0,110,3202,25214
AR,2021-10-25,91,0,98,3222,24633
AR,2021-10-26,83,0,91,3347,25473
AR,2021-10-27,77,0,100,3434,26007
AR,2021-10-28,69,0,94,3513,25672
AR,2021-10-29,68,0,101,3419,24680
AR,2021-10-30,65,0,98,3357,23898
AR,2021-10-31,66,0,97,3312,23647
AS,2020-03-31,1,0,0,0,0
AS,2020-04-01,16,0,0,0,0
AS,2020-04-02,16,0,0,0,0
AS,2020-04-03,23,0,0,0,0
AS,2020-04-04,26,0,0,0,0
AS,2020-04-05,26,0,0,0,0
AS,2020-04-06,26,0,0,0,0
AS,2020-04-07,27,0,0,0,0
AS,2020-04-08,12,0,0,0,0
AS,2020-04-09,13,0,0,0,0
AS,2020-04-10,6,1,0,0,0
AS,2020-04-11,3,1,0,0,0
AS,2020-04-12,4,1,0,0,0
AS,2020-04-13,6,1,0,0,0
AS,2020-04-14,5,1,0,0,0
AS,2020-04-15,5,1,2,0,0
AS,2020-04-16,6,1,5,0,0
AS,2020-04-17,6,0,9,0,0
AS,2020-04-18,6,0,12,0,0
AS,2020-04-19,5,0,17,0,0
AS,2020-04-20,3,0,19,0,0
AS,2020-04-21,2,0,19,0,0
AS,2020-04-22,2,0,17,0,0
AS,2020-04-23,1,0,14,0,0
AS,2020-04-24,1,0,10,0,0
AS,2020-04-25,1,0,7,0,0
AS,2020-04-26,1,0,10,0,0
AS,2020-04-27,1,0,8,0,0
AS,2020-04-28,3,0,8,0,0
AS,2020-04-29,3,0,10,0,0
AS,2020-04-30,7,0,10,0,0
AS,2020-05-01,7,0,14,0,0
AS,2020-05-02,7,0,14,0,0
AS,2020-05-03,7,0,6,0,0
AS,2020-05-04,7,0,6,0,0
AS,2020-05-05,7,0,6,0,0
AS,2020-05-06,8,0,6,0,0
AS,2020-05-07,11,0,6,0,0
AS,2020-05-08,17,1,2,0,0
AS,2020-05-09,19,1,2,0,0
AS,2020-05-10,20,1,2,0,0
AS,2020-05-11,22,1,7,0,0
AS,2020-05-12,20,1,7,0,0
AS,2020-05-13,34,1,5,0,0
AS,2020-05-14,33,1,5,0,0
AS,2020-05-15,30,0,6,0,0
AS,2020-05-16,31,0,6,0,0
AS,2020-05-17,38,0,7,0,0
AS,2020-05-18,51,2,2,0,0
AS,2020-05-19,93,2,2,0,0
AS,2020-05-20,109,2,9,0,0
AS,2020-05-21,124,2,15,0,0
AS,2020-05-22,136,2,14,0,0
AS,2020-05-23,254,2,16,0,0
AS,2020-05-24,292,2,16,0,0
AS,2020-05-25,433,0,21,0,0
AS,2020-05-26,525,0,21,0,0
AS,2020-05-27,595,0,39,0,0
AS,2020-05-28,670,0,49,0,0
AS,2020-05-29,832,0,71,0,0
AS,2020-05-30,870,0,107,0,0
AS,2020-05-31,947,0,128,0,0
AS,2020-06-01,937,0,222,0,0
AS,2020-06-02,877,0,275,0,0
AS,2020-06-03,1047,0,326,0,0
AS,2020-06-04,1235,0,356,0,0
AS,2020-06-05,1186,0,384,0,0
AS,2020-06-06,1257,0,425,0,0
AS,2020-06-07,1342,0,451,0,0
AS,2020-06-08,1350,0,500,0,0
AS,2020-06-09,1491,1,759,0,0
AS,2020-06-10,1455,2,835,0,0
AS,2020-06-11,1315,2,973,0,0
AS,2020-06-12,1450,4,1075,0,0
AS,2020-06-13,1427,4,1217,0,0
AS,2020-06-14,1437,4,1324,0,0
AS,2020-06-15,1474,4,1421,0,0
AS,2020-06-16,1460,3,1315,0,0
AS,2020-06-17,1409,2,1394,0,0
AS,2020-06-18,1473,3,1416,0,0
AS,2020-06-19,1312,1,1482,0,0
AS,2020-06-20,1354,1,1397,0,0
AS,2020-06-21,1468,1,1444,0,0
AS,2020-06-22,1544,1,1360,0,0
AS,2020-06-23,1546,1,1351,0,0
AS,2020-06-24,1588,1,1316,0,0
AS,2020-06-25,1743,0,1185,0,0
AS,2020-06-26,1914,0,1181,0,0
AS,2020-06-27,1911,1,1612,0,0
AS,2020-06-28,1906,2,1684,0,0
AS,2020-06-29,1941,2,1768,0,0
AS,2020-06-30,2351,3,1885,0,0
AS,2020-07-01,2673,3,1873,0,0
AS,2020-07-02,2788,5,2073,0,0
AS,2020-07-03,2880,5,2080,0,0
AS,2020-07-04,3836,4,1929,0,0
AS,2020-07-05,4244,3,2345,0,0
AS,2020-07-06,4728,3,2608,0,0
AS,2020-07-07,4929,4,2682,0,0
AS,2020-07-08,5077,10,2895,0,0
AS,2020-07-09,5166,13,3041,0,0
AS,2020-07-10,5737,21,3521,0,0
AS,2020-07-11,5070,21,3683,0,0
AS,2020-07-12,5070,22,3461,0,0
AS,2020-07-13,5285,26,3475,0,0
AS,2020-07-14,5330,30,3844,0,0
AS,2020-07-15,5722,26,4162,0,0
AS,2020-07-16,6046,23,4407,0,0
AS,2020-07-17,6328,16,4257,0,0
AS,2020-07-18,6910,18,4739,0,0
AS,2020-07-19,7193,21,5129,0,0
AS,2020-07-20,7285,18,5679,0,0
AS,2020-07-21,8106,18,5860,0,0
AS,2020-07-22,7990,18,6462,0,0
AS,2020-07-23,8145,20,7145,0,0
AS,2020-07-24,8057,25,7656,0,0
AS,2020-07-25,8105,24,7890,0,0
AS,2020-07-26,8229,22,8017,0,0
AS,2020-07-27,8484,28,8307,0,0
AS,2020-07-28,8175,24,8585,0,0
AS,2020-07-29,8551,26,8482,0,0
AS,2020-07-30,9616,24,8381,0,0
AS,2020-07-31,10348,22,8596,0,0
AS,2020-08-01,10640,24,8387,0,0
AS,2020-08-02,10676,26,8344,0,0
AS,2020-08-03,11699,23,8026,0,0
AS,2020-08-04,13214,27,7803,0,0
AS,2020-08-05,14150,29,8060,0,0
AS,2020-08-06,14410,32,8144,0,0
AS,2020-08-07,15227,34,8452,0,0
AS,2020-08-08,15988,39,9149,0,0
AS,2020-08-09,15933,40,9941,0,0
AS,2020-08-10,16462,42,10158,0,0
AS,2020-08-11,16245,40,10652,0,0
AS,2020-08-12,18554,40,11317,0,0
AS,2020-08-13,18978,43,12159,0,0
AS,2020-08-14,19005,43,12884,0,0
AS,2020-08-15,17844,42,12695,0,0
AS,2020-08-16,18038,44,12890,0,0
AS,2020-08-17,17930,46,13148,0,0
AS,2020-08-18,17795,48,13221,0,0
AS,2020-08-19,15318,52,13139,0,0
AS,2020-08-20,14257,52,13737,0,0
AS,2020-08-21,13407,52,13903,0,0
AS,2020-08-22,13910,52,14355,0,0
AS,2020-08-23,13865,53,15685,0,0
AS,2020-08-24,12952,55,16356,0,0
AS,2020-08-25,12391,57,16520,0,0
AS,2020-08-26,12454,61,16614,0,0
AS,2020-08-27,12755,57,16187,0,0
AS,2020-08-28,13459,59,15474,0,0
AS,2020-08-29,14326,55,14869,0,0
AS,2020-08-30,15034,54,13027,0,0
AS,2020-08-31,16421,54,12368,0,0
AS,2020-09-01,17132,55,12078,0,0
AS,2020-09-02,18508,49,11764,0,0
AS,2020-09-03,19526,52,11390,0,0
AS,2020-09-04,19857,59,11647,0,0
AS,2020-09-05,20128,63,12550,0,0
AS,2020-09-06,19685,64,12896,0,0
AS,2020-09-07,19204,64,13615,0,0
AS,2020-09-08,19098,63,14347,0,0
AS,2020-09-09,17786,73,14778,0,0
AS,2020-09-10,17471,84,15004,0,0
AS,2020-09-11,17114,85,15612,0,0
AS,2020-09-12,16548,101,15822,0,0
AS,2020-09-13,16303,109,16310,0,0
AS,2020-09-14,15921,112,15978,0,0
AS,2020-09-15,15752,114,15660,0,0
AS,2020-09-16,15903,115,15859,0,0
AS,2020-09-17,14544,114,15908,0,0
AS,2020-09-18,14519,110,15354,0,0
AS,2020-09-19,14982,95,14657,0,0
AS,2020-09-20,14917,93,14201,0,0
AS,2020-09-21,15154,96,14078,0,0
AS,2020-09-22,14818,94,14047,0,0
AS,2020-09-23,14522,86,13345,0,0
AS,2020-09-24,15233,80,13531,0,0
AS,2020-09-25,14516,85,13028,0,0
AS,2020-09-26,13657,90,12767,0,0
AS,2020-09-27,13305,93,12642,0,0
AS,2020-09-28,14309,89,13167,0,0
AS,2020-09-29,15828,94,13052,0,0
AS,2020-09-30,17320,100,12906,0,0
AS,2020-10-01,16814,103,12378,0,0
AS,2020-10-02,16438,96,12248,0,0
AS,2020-10-03,16334,97,12466,0,0
AS,2020-10-04,16215,94,12147,0,0
AS,2020-10-05,14089,93,11191,0,0
AS,2020-10-06,11681,98,11075,0,0
AS,2020-10-07,9398,88,12020,0,0
AS,2020-10-08,9001,83,12314,0,0
AS,2020-10-09,8604,81,12941,0,0
AS,2020-10-10,7943,76,12579,0,0
AS,2020-10-11,7583,67,12455,0,0
AS,2020-10-12,7586,66,12548,0,0
AS,2020-10-13,7884,52,11982,0,0
AS,2020-10-14,8004,49,10434,0,0
AS,2020-10-15,7585,49,9499,0,0
AS,2020-10-16,7333,51,8362,0,0
AS,2020-10-17,7004,54,7729,0,0
AS,2020-10-18,6926,52,7101,0,0
AS,2020-10-19,6103,49,7174,0,0
AS,2020-10-20,5287,54,7355,0,0
AS,2020-10-21,4561,55,8006,0,0
AS,2020-10-22,4300,53,8327,0,0
AS,2020-10-23,3960,47,9580,0,0
AS,2020-10-24,3576,37,11710,0,0
AS,2020-10-25,3462,38,14072,0,0
AS,2020-10-26,2979,33,15374,0,0
AS,2020-10-27,2716,30,16616,0,0
AS,2020-10-28,2463,28,16439,0,0
AS,2020-10-29,2353,27,15912,0,0
AS,2020-10-30,2306,26,14822,0,0
AS,2020-10-31,2384,28,13260,0,0
AS,2020-11-01,2346,25,11029,0,0
AS,2020-11-02,2596,24,8982,0,0
AS,2020-11-03,2572,20,7012,0,0
AS,2020-11-04,2504,17,6180,0,0
AS,2020-11-05,2419,11,5884,0,0
AS,2020-11-06,2374,12,5716,0,0
AS,2020-11-07,2286,10,4885,0,0
AS,2020-11-08,2272,12,4550,0,0
AS,2020-11-09,2135,15,4273,0,0
AS,2020-11-10,2027,18,4429,0,0
AS,2020-11-11,1892,20,4611,0,0
AS,2020-11-12,1781,23,4621,0,0
AS,2020-11-13,1679,20,4337,0,0
AS,2020-11-14,1538,21,4311,0,0
AS,2020-11-15,1479,20,4305,0,0
AS,2020-11-16,1337,17,4202,0,0
AS,2020-11-17,1308,14,3930,0,0
AS,2020-11-18,1232,15,3303,0,0
AS,2020-11-19,1205,12,2799,0,0
AS,2020-11-20,1136,13,2308,0,0
AS,2020-11-21,1252,12,1972,0,0
AS,2020-11-22,1245,11,1758,0,0
AS,2020-11-23,1228,11,1484,0,0
AS,2020-11-24,1143,10,1248,0,0
AS,2020-11-25,1156,9,1155,0,0
AS,2020-11-26,1131,9,1030,0,0
AS,2020-11-27,1116,9,1039,0,0
AS,2020-11-28,1056,7,968,0,0
AS,2020-11-29,1104,7,889,0,0
AS,2020-11-30,1094,6,868,0,0
AS,2020-12-01,1159,5,882,0,0
AS,2020-12-02,1150,5,903,0,0
AS,2020-12-03,1165,7,938,0,0
AS,2020-12-04,1185,7,899,0,0
AS,2020-12-05,1179,9,940,0,0
AS,2020-12-06,1142,12,928,0,0
AS,2020-12-07,1149,14,949,0,0
AS,2020-12-08,1021,16,916,0,0
AS,2020-12-09,994,15,956,0,0
AS,2020-12-10,969,14,944,0,0
AS,2020-12-11,927,13,972,0,0
AS,2020-12-12,922,11,927,0,0
AS,2020-12-13,898,9,960,0,0
AS,2020-12-14,878,8,954,0,0
AS,2020-12-15,926,7,954,0,0
AS,2020-12-16,877,9,866,0,0
AS,2020-12-17,843,11,825,0,0
AS,2020-12-18,818,11,761,0,0
