State,Date,delta7_Confirmed,delta7_Deceased,delta7_Recovered,delta7_Vaccinated1,delta7_Vaccinated2
LA,2021-08-28,53,0,49,2009,16570
LA,2021-08-29,60,0,50,2369,19578
LA,2021-08-30,56,0,48,2474,19619
LA,2021-08-31,60,0,46,2445,17525
LA,2021-09-01,52,0,45,2435,16144
LA,2021-09-02,51,0,49,2417,15345
LA,2021-09-03,46,0,40,2442,15290
LA,2021-09-04,34,0,47,2806,17310
LA,2021-09-05,32,0,46,2450,14350
LA,2021-09-06,33,0,50,2431,13359
LA,2021-09-07,33,0,54,2447,12561
LA,2021-09-08,26,0,58,2468,11930
LA,2021-09-09,23,0,51,2586,10675
LA,2021-09-10,24,0,55,2639,9540
LA,2021-09-11,23,0,48,2602,8643
LA,2021-09-12,21,0,48,2598,8590
LA,2021-09-13,20,0,44,2494,8629
LA,2021-09-14,23,0,35,2519,8647
LA,2021-09-15,32,0,31,2482,8602
LA,2021-09-16,35,0,34,2801,9012
LA,2021-09-17,102,0,32,2745,8816
LA,2021-09-18,101,0,26,2935,8630
LA,2021-09-19,126,0,22,2935,8630
LA,2021-09-20,129,0,21,3028,7773
LA,2021-09-21,127,0,19,3252,6937
LA,2021-09-22,125,0,17,3429,6459
LA,2021-09-23,140,0,17,2970,5751
LA,2021-09-24,74,0,19,3000,5476
LA,2021-09-25,76,0,28,2827,5169
LA,2021-09-26,51,0,29,2827,5169
LA,2021-09-27,49,0,39,2675,4900
LA,2021-09-28,45,0,95,2429,4945
LA,2021-09-29,45,0,120,2277,5675
LA,2021-09-30,32,0,128,2436,5935
LA,2021-10-01,33,0,129,2296,5874
LA,2021-10-02,34,0,127,1974,5353
LA,2021-10-03,41,0,145,1974,5353
LA,2021-10-04,39,0,137,2007,5583
LA,2021-10-05,42,0,84,1756,5468
LA,2021-10-06,36,1,59,1659,4397
LA,2021-10-07,40,1,50,1315,4103
LA,2021-10-08,39,1,46,1272,4576
LA,2021-10-09,37,1,45,1404,5106
LA,2021-10-10,30,1,29,1411,5120
LA,2021-10-11,28,1,31,1219,4569
LA,2021-10-12,26,1,31,1160,4597
LA,2021-10-13,30,0,37,941,4942
LA,2021-10-14,24,0,37,896,4443
LA,2021-10-15,23,0,41,690,3297
LA,2021-10-16,27,0,36,656,3211
LA,2021-10-17,26,0,42,649,3200
LA,2021-10-18,28,0,40,739,3336
LA,2021-10-19,27,0,39,624,2516
LA,2021-10-20,25,0,33,680,2070
LA,2021-10-21,29,0,30,621,1947
LA,2021-10-22,25,0,27,714,2996
LA,2021-10-23,23,0,31,658,3666
LA,2021-10-24,26,0,25,658,3665
LA,2021-10-25,27,0,24,547,3518
LA,2021-10-26,34,0,27,653,3708
LA,2021-10-27,39,0,26,571,3458
LA,2021-10-28,34,0,28,560,3393
LA,2021-10-29,45,0,27,543,2483
LA,2021-10-30,52,0,25,525,1532
LA,2021-10-31,58,0,28,525,1532
LD,2021-01-16,0,0,0,21,0
LD,2021-01-17,0,0,0,21,0
LD,2021-01-18,14,0,0,201,0
LD,2021-01-19,21,0,0,369,0
LD,2021-01-20,30,0,0,369,0
LD,2021-01-21,48,0,0,369,0
LD,2021-01-22,50,0,0,552,0
LD,2021-01-23,57,0,0,612,0
LD,2021-01-24,57,0,0,612,0
LD,2021-01-25,53,0,0,475,0
LD,2021-01-26,48,0,0,307,0
LD,2021-01-27,39,0,0,377,0
LD,2021-01-28,21,0,0,377,0
LD,2021-01-29,20,0,14,194,0
LD,2021-01-30,22,0,30,174,0
LD,2021-01-31,30,0,49,174,0
LD,2021-02-01,32,0,56,131,0
LD,2021-02-02,50,0,56,131,0
LD,2021-02-03,53,0,61,61,0
LD,2021-02-04,57,0,61,61,0
LD,2021-02-05,71,0,49,85,0
LD,2021-02-06,72,0,33,32,0
LD,2021-02-07,66,0,14,32,0
LD,2021-02-08,55,0,18,61,0
LD,2021-02-09,47,0,34,113,0
LD,2021-02-10,59,0,54,113,0
LD,2021-02-11,61,0,55,113,0
LD,2021-02-12,47,0,53,945,0
LD,2021-02-13,73,0,68,937,0
LD,2021-02-14,80,0,70,937,0
LD,2021-02-15,80,0,66,908,0
LD,2021-02-16,85,0,65,889,115
LD,2021-02-17,80,0,46,889,115
LD,2021-02-18,76,0,48,889,115
LD,2021-02-19,84,0,62,33,115
LD,2021-02-20,53,0,58,33,115
LD,2021-02-21,47,0,68,33,115
LD,2021-02-22,61,0,72,557,591
LD,2021-02-23,65,0,78,534,506
LD,2021-02-24,61,0,72,535,524
LD,2021-02-25,68,1,76,544,573
LD,2021-02-26,61,1,70,559,595
LD,2021-02-27,82,1,67,559,595
LD,2021-02-28,102,1,56,559,595
LD,2021-03-01,102,1,52,77,211
LD,2021-03-02,91,1,32,70,182
LD,2021-03-03,92,1,48,69,164
LD,2021-03-04,95,0,65,60,115
LD,2021-03-05,136,0,59,114,108
LD,2021-03-06,115,0,53,270,122
LD,2021-03-07,105,0,66,270,122
LD,2021-03-08,98,0,61,374,52
LD,2021-03-09,103,0,72,653,99
LD,2021-03-10,111,0,70,653,99
LD,2021-03-11,144,0,65,653,99
LD,2021-03-12,119,0,69,584,84
LD,2021-03-13,130,0,81,863,760
LD,2021-03-14,118,0,73,863,760
LD,2021-03-15,112,0,87,962,908
LD,2021-03-16,116,0,116,680,860
LD,2021-03-17,115,0,104,874,949
LD,2021-03-18,75,0,96,986,1075
LD,2021-03-19,60,0,109,1040,1101
LD,2021-03-20,44,0,122,682,422
LD,2021-03-21,61,0,136,682,422
LD,2021-03-22,84,0,164,518,267
LD,2021-03-23,71,0,134,600,288
LD,2021-03-24,59,0,133,471,201
LD,2021-03-25,63,0,125,379,82
LD,2021-03-26,66,0,124,404,63
LD,2021-03-27,66,0,108,541,62
LD,2021-03-28,49,0,120,541,62
LD,2021-03-29,24,0,88,460,47
LD,2021-03-30,21,0,86,483,80
LD,2021-03-31,24,0,87,418,78
LD,2021-04-01,18,0,92,659,71
LD,2021-04-02,19,0,76,1196,-251
LD,2021-04-03,26,0,76,1225,-236
LD,2021-04-04,26,0,47,1519,-230
LD,2021-04-05,29,0,43,1579,-183
LD,2021-04-06,33,0,34,2207,-114
LD,2021-04-07,47,0,36,2737,23
LD,2021-04-08,52,0,31,3291,226
LD,2021-04-09,51,0,38,3519,646
LD,2021-04-10,54,0,32,4199,715
LD,2021-04-11,58,0,32,4450,745
LD,2021-04-12,69,0,25,4843,757
LD,2021-04-13,83,0,34,4816,703
LD,2021-04-14,75,0,30,4937,652
LD,2021-04-15,123,0,35,4862,545
LD,2021-04-16,161,0,37,4430,470
LD,2021-04-17,257,0,37,4111,437
LD,2021-04-18,366,0,38,4432,508
LD,2021-04-19,469,0,54,4193,493
LD,2021-04-20,501,0,71,3872,568
LD,2021-04-21,681,0,87,3756,722
LD,2021-04-22,770,0,113,3324,738
LD,2021-04-23,860,0,119,3181,780
LD,2021-04-24,911,0,147,3041,789
LD,2021-04-25,961,0,172,2367,708
LD,2021-04-26,965,0,274,2524,749
LD,2021-04-27,1066,0,379,2294,660
LD,2021-04-28,978,0,501,1924,447
LD,2021-04-29,991,3,512,2009,435
LD,2021-04-30,962,3,551,2107,486
LD,2021-05-01,961,3,559,1876,498
LD,2021-05-02,884,3,805,1876,511
LD,2021-05-03,833,5,795,1612,592
LD,2021-05-04,848,5,874,1597,741
LD,2021-05-05,872,6,896,1567,952
LD,2021-05-06,866,4,985,1262,1034
LD,2021-05-07,862,5,1047,980,1147
LD,2021-05-08,833,5,1221,779,1221
LD,2021-05-09,871,5,1094,602,1477
LD,2021-05-10,902,4,1109,603,1629
LD,2021-05-11,838,4,1003,743,1654
LD,2021-05-12,826,4,930,769,1522
LD,2021-05-13,867,5,913,716,1377
LD,2021-05-14,939,4,897,632,1141
LD,2021-05-15,894,4,777,611,990
LD,2021-05-16,886,5,775,618,699
LD,2021-05-17,1004,4,780,624,400
LD,2021-05-18,1125,5,827,599,179
LD,2021-05-19,1264,7,799,649,93
LD,2021-05-20,1361,7,779,1632,387
LD,2021-05-21,1533,9,854,2031,427
LD,2021-05-22,1768,11,902,2491,430
LD,2021-05-23,1844,10,897,3619,432
LD,2021-05-24,1861,10,892,3642,420
LD,2021-05-25,1899,11,845,3426,414
LD,2021-05-26,1763,8,976,3277,394
LD,2021-05-27,1608,8,1059,2301,66
LD,2021-05-28,1441,7,1150,2139,29
LD,2021-05-29,1213,7,1225,2180,24
LD,2021-05-30,1317,8,1221,1696,19
LD,2021-05-31,1230,9,1580,2383,13
LD,2021-06-01,1055,7,1798,3275,12
LD,2021-06-02,1106,9,1874,3922,14
LD,2021-06-03,1115,7,1950,4895,13
LD,2021-06-04,1026,7,1916,5642,19
LD,2021-06-05,1036,7,1841,6066,24
LD,2021-06-06,809,6,1929,6171,26
LD,2021-06-07,698,8,1641,6567,33
LD,2021-06-08,708,9,1372,6909,39
LD,2021-06-09,667,7,1337,7364,71
LD,2021-06-10,594,7,1218,7132,77
LD,2021-06-11,554,7,1088,7344,79
LD,2021-06-12,508,5,1046,7794,95
LD,2021-06-13,472,6,893,7612,102
LD,2021-06-14,461,3,780,7582,101
LD,2021-06-15,423,3,823,7207,113
LD,2021-06-16,337,3,671,7024,86
LD,2021-06-17,304,3,620,6701,81
LD,2021-06-18,270,2,582,5946,77
LD,2021-06-19,255,3,520,5012,80
LD,2021-06-20,234,2,487,4712,72
LD,2021-06-21,235,2,432,3939,74
LD,2021-06-22,207,2,370,3433,105
LD,2021-06-23,220,2,322,2794,135
LD,2021-06-24,224,2,296,2597,184
LD,2021-06-25,240,3,269,2400,260
LD,2021-06-26,229,2,272,2146,351
LD,2021-06-27,244,2,257,1942,371
LD,2021-06-28,244,2,264,1679,490
LD,2021-06-29,238,1,246,1543,710
LD,2021-06-30,211,1,238,1230,680
LD,2021-07-01,207,2,233,1089,734
LD,2021-07-02,211,1,242,985,876
LD,2021-07-03,202,1,243,829,1054
LD,2021-07-04,213,1,239,744,1074
LD,2021-07-05,221,1,237,749,1319
LD,2021-07-06,205,1,255,718,1374
LD,2021-07-07,195,1,259,783,1842
LD,2021-07-08,172,0,229,816,2100
LD,2021-07-09,159,0,215,788,2203
LD,2021-07-10,150,0,194,852,2122
LD,2021-07-11,113,0,226,909,2151
LD,2021-07-12,84,0,242,815,2060
LD,2021-07-13,84,0,229,1090,2216
LD,2021-07-14,71,0,220,1122,2121
LD,2021-07-15,63,0,209,1063,2237
LD,2021-07-16,51,0,195,1063,2289
LD,2021-07-17,50,0,187,1010,2340
LD,2021-07-18,51,0,143,1011,2276
LD,2021-07-19,56,0,103,1006,2259
LD,2021-07-20,61,0,96,638,2015
LD,2021-07-21,57,0,82,592,1829
LD,2021-07-22,57,0,79,524,1425
LD,2021-07-23,57,0,66,586,1335
LD,2021-07-24,66,0,58,692,1432
LD,2021-07-25,65,0,57,657,1438
LD,2021-07-26,65,0,55,730,1426
LD,2021-07-27,57,0,49,753,1592
LD,2021-07-28,62,1,56,741,1688
LD,2021-07-29,62,1,58,790,1824
LD,2021-07-30,68,1,60,689,1742
LD,2021-07-31,62,1,58,762,1542
LD,2021-08-01,66,1,66,744,1546
LD,2021-08-02,66,1,68,690,1457
LD,2021-08-03,77,1,68,562,1145
LD,2021-08-04,76,0,71,579,1035
LD,2021-08-05,73,0,67,574,974
LD,2021-08-06,65,0,74,604,898
LD,2021-08-07,58,0,78,478,877
LD,2021-08-08,54,0,75,557,950
LD,2021-08-09,50,1,74,681,1005
LD,2021-08-10,37,1,79,860,1040
LD,2021-08-11,37,1,75,894,1011
LD,2021-08-12,39,1,74,875,962
LD,2021-08-13,35,1,63,830,939
LD,2021-08-14,38,1,60,800,1014
LD,2021-08-15,39,1,53,717,941
LD,2021-08-16,37,0,52,592,984
LD,2021-08-17,32,0,45,438,1112
LD,2021-08-18,31,0,37,379,1310
LD,2021-08-19,27,0,32,391,1421
LD,2021-08-20,28,0,34,351,1446
LD,2021-08-21,23,0,38,292,1323
LD,2021-08-22,21,0,36,336,1520
LD,2021-08-23,23,0,33,343,1661
LD,2021-08-24,23,0,28,342,1802
LD,2021-08-25,28,0,30,360,1958
LD,2021-08-26,27,0,29,372,2377
LD,2021-08-27,28,0,27,417,2835
LD,2021-08-28,28,0,24,400,2741
LD,2021-08-29,29,0,21,486,3735
LD,2021-08-30,28,0,23,420,3557
LD,2021-08-31,29,0,25,448,3604
LD,2021-09-01,20,0,26,455,3615
LD,2021-09-02,20,0,26,428,3605
LD,2021-09-03,14,0,24,464,3636
LD,2021-09-04,12,0,27,514,4053
LD,2021-09-05,10,0,28,420,3006
LD,2021-09-06,3,0,25,509,3556
LD,2021-09-07,1,0,27,486,3950
LD,2021-09-08,2,0,25,507,4310
LD,2021-09-09,2,0,24,583,4631
LD,2021-09-10,2,0,21,665,5055
LD,2021-09-11,3,0,12,794,5989
LD,2021-09-12,3,0,11,829,6996
LD,2021-09-13,5,0,9,864,7022
LD,2021-09-14,5,0,5,871,7001
LD,2021-09-15,4,0,2,828,6774
LD,2021-09-16,3,0,1,813,6515
LD,2021-09-17,3,0,1,686,5845
LD,2021-09-18,5,0,2,632,4975
LD,2021-09-19,5,0,3,587,3992
LD,2021-09-20,6,0,3,534,3905
LD,2021-09-21,7,0,2,525,3645
LD,2021-09-22,8,0,2,541,3482
LD,2021-09-23,8,0,4,446,3217
LD,2021-09-24,8,0,4,408,3065
LD,2021-09-25,5,0,6,377,3097
LD,2021-09-26,5,0,5,391,3051
LD,2021-09-27,2,0,5,340,3026
LD,2021-09-28,1,0,6,295,2683
LD,2021-09-29,0,0,6,246,2456
LD,2021-09-30,0,0,6,242,2270
LD,2021-10-01,0,0,8,250,2430
LD,2021-10-02,0,0,5,158,2038
LD,2021-10-03,0,0,5,118,2070
LD,2021-10-04,1,0,5,124,1598
LD,2021-10-05,2,0,4,143,1567
LD,2021-10-06,3,0,4,123,1573
LD,2021-10-07,3,0,2,128,1499
LD,2021-10-08,3,0,0,121,1415
LD,2021-10-09,4,0,0,132,1512
LD,2021-10-10,4,0,0,131,1343
LD,2021-10-11,3,0,0,103,1317
LD,2021-10-12,2,0,0,82,1271
LD,2021-10-13,1,0,1,83,1188
LD,2021-10-14,1,0,1,81,1329
LD,2021-10-15,1,0,2,63,1121
LD,2021-10-16,0,0,3,60,1120
LD,2021-10-17,0,0,3,61,1121
LD,2021-10-18,0,0,3,46,1030
LD,2021-10-19,0,0,3,39,897
LD,2021-10-20,0,0,2,36,792
LD,2021-10-21,0,0,2,21,514
LD,2021-10-22,0,0,1,22,531
LD,2021-10-23,0,0,0,23,422
LD,2021-10-24,0,0,0,22,429
LD,2021-10-25,0,0,0,28,491
LD,2021-10-26,0,0,0,29,599
LD,2021-10-27,0,0,0,28,616
LD,2021-10-28,0,0,0,33,739
LD,2021-10-29,0,0,0,37,795
LD,2021-10-30,0,0,0,69,802
LD,2021-10-31,0,0,0,69,796
MH,2020-03-09,2,0,0,0,0
MH,2020-03-10,5,0,0,0,0
MH,2020-03-11,11,0,0,0,0
MH,2020-03-12,14,0,0,0,0
MH,2020-03-13,17,0,0,0,0
MH,2020-03-14,26,0,0,0,0
MH,2020-03-15,32,0,0,0,0
MH,2020-03-16,37,0,0,0,0
MH,2020-03-17,36,0,0,0,0
MH,2020-03-18,34,0,0,0,0
MH,2020-03-19,34,0,0,0,0
MH,2020-03-20,35,0,0,0,0
MH,2020-03-21,38,0,0,0,0
MH,2020-03-22,42,0,0,0,0
MH,2020-03-23,50,0,0,0,0
MH,2020-03-24,66,0,0,0,0
MH,2020-03-25,77,0,0,0,0
MH,2020-03-26,77,0,0,0,0
MH,2020-03-27,101,0,0,0,0
MH,2020-03-28,117,0,0,0,0
MH,2020-03-29,129,8,25,0,0
MH,2020-03-30,131,10,39,0,0
MH,2020-03-31,195,11,39,0,0
MH,2020-04-01,213,16,39,0,0
MH,2020-04-02,298,21,42,0,0
MH,2020-04-03,334,26,50,0,0
MH,2020-04-04,454,32,52,0,0
MH,2020-04-05,544,37,31,0,0
MH,2020-04-06,648,42,31,0,0
MH,2020-04-07,716,53,40,0,0
MH,2020-04-08,800,56,78,0,0
MH,2020-04-09,941,76,83,0,0
MH,2020-04-10,1087,84,138,0,0
MH,2020-04-11,1126,95,156,0,0
MH,2020-04-12,1235,104,161,0,0
MH,2020-04-13,1466,108,159,0,0
MH,2020-04-14,1662,114,180,0,0
MH,2020-04-15,1781,115,178,0,0
MH,2020-04-16,1837,97,175,0,0
MH,2020-04-17,1747,91,143,0,0
MH,2020-04-18,1887,84,157,0,0
MH,2020-04-19,2218,74,290,0,0
MH,2020-04-20,2332,72,343,0,0
MH,2020-04-21,2538,73,463,0,0
MH,2020-04-22,2733,82,494,0,0
MH,2020-04-23,3226,89,540,0,0
MH,2020-04-24,3496,100,626,0,0
MH,2020-04-25,3980,112,711,0,0
MH,2020-04-26,3868,119,681,0,0
MH,2020-04-27,3924,137,710,0,0
MH,2020-04-28,4100,149,666,0,0
MH,2020-04-29,4266,163,804,0,0
MH,2020-04-30,4071,176,933,0,0
MH,2020-05-01,4689,184,922,0,0
MH,2020-05-02,4668,198,924,0,0
MH,2020-05-03,4906,206,927,0,0
MH,2020-05-04,5951,214,1183,0,0
MH,2020-05-05,6207,217,1431,0,0
MH,2020-05-06,6843,219,1501,0,0
MH,2020-05-07,7476,235,1528,0,0
MH,2020-05-08,7557,246,1591,0,0
MH,2020-05-09,7932,258,1800,0,0
MH,2020-05-10,9197,284,2084,0,0
MH,2020-05-11,8860,285,2321,0,0
MH,2020-05-12,8902,304,2306,0,0
MH,2020-05-13,9164,324,2453,0,0
MH,2020-05-14,9550,325,2788,0,0
MH,2020-05-15,10037,337,3094,0,0
MH,2020-05-16,10478,356,3288,0,0
MH,2020-05-17,10882,366,3489,0,0
MH,2020-05-18,11657,381,3651,0,0
MH,2020-05-19,12709,404,4514,0,0
MH,2020-05-20,13375,415,4771,0,0
MH,2020-05-21,14118,435,5637,0,0
MH,2020-05-22,15482,449,6019,0,0
MH,2020-05-23,16484,442,6316,0,0
MH,2020-05-24,17178,437,6912,0,0
MH,2020-05-25,17609,446,7349,0,0
MH,2020-05-26,17622,467,7315,0,0
MH,2020-05-27,17651,507,7600,0,0
MH,2020-05-28,17904,528,6890,0,0
MH,2020-05-29,17646,581,14414,0,0
MH,2020-05-30,17978,620,14677,0,0
MH,2020-05-31,17424,651,14729,0,0
MH,2020-06-01,17346,667,14322,0,0
MH,2020-06-02,17542,673,14379,0,0
MH,2020-06-03,17912,690,14411,0,0
MH,2020-06-04,18247,728,15065,0,0
MH,2020-06-05,18001,751,8150,0,0
MH,2020-06-06,17800,772,9309,0,0
MH,2020-06-07,18320,774,9985,0,0
MH,2020-06-08,18516,807,10867,0,0
MH,2020-06-09,18487,824,11306,0,0
MH,2020-06-10,19181,851,12187,0,0
MH,2020-06-11,19855,880,12397,0,0
MH,2020-06-12,20912,868,12649,0,0
MH,2020-06-13,21600,861,11956,0,0
MH,2020-06-14,21983,890,11664,0,0
MH,2020-06-15,22215,959,15074,0,0
MH,2020-06-16,22658,2248,15212,0,0
MH,2020-06-17,22711,2213,14650,0,0
MH,2020-06-18,22856,2161,14760,0,0
MH,2020-06-19,23190,2176,14977,0,0
MH,2020-06-20,23637,2154,14807,0,0
MH,2020-06-21,24117,2220,14766,0,0
MH,2020-06-22,25052,2155,11657,0,0
MH,2020-06-23,25565,994,11780,0,0
MH,2020-06-24,26147,1088,14626,0,0
MH,2020-06-25,27237,1180,16615,0,0
MH,2020-06-26,28434,1213,17042,0,0
MH,2020-06-27,30928,1289,20092,0,0
MH,2020-06-28,32551,1259,20831,0,0
MH,2020-06-29,34087,1327,21254,0,0
MH,2020-06-30,35751,1324,21280,0,0
MH,2020-07-01,37399,1314,19362,0,0
MH,2020-07-02,38885,1247,23719,0,0
MH,2020-07-03,40225,1270,24872,0,0
MH,2020-07-04,40931,1398,23837,0,0
MH,2020-07-05,41993,1393,25165,0,0
MH,2020-07-06,42104,1416,26302,0,0
MH,2020-07-07,42360,1395,27647,0,0
MH,2020-07-08,43426,1395,30038,0,0
MH,2020-07-09,43973,1489,26087,0,0
MH,2020-07-10,45471,1517,27938,0,0
MH,2020-07-11,46536,1445,28903,0,0
MH,2020-07-12,47808,1467,28585,0,0
MH,2020-07-13,48937,1456,29245,0,0
MH,2020-07-14,50544,1445,30449,0,0
MH,2020-07-15,51916,1480,29421,0,0
MH,2020-07-16,53682,1527,30881,0,0
MH,2020-07-17,54128,1559,27732,0,0
MH,2020-07-18,54337,1480,28678,0,0
MH,2020-07-19,56028,1565,29244,0,0
MH,2020-07-20,57771,1548,30522,0,0
MH,2020-07-21,59366,1581,33210,0,0
MH,2020-07-22,61967,1628,35156,0,0
MH,2020-07-23,63221,1660,36113,0,0
MH,2020-07-24,64528,1680,39610,0,0
MH,2020-07-25,65431,1793,41531,0,0
MH,2020-07-26,65344,1802,43669,0,0
MH,2020-07-27,65028,1853,46915,0,0
MH,2020-07-28,64409,1889,50060,0,0
MH,2020-07-29,63044,1907,51986,0,0
MH,2020-07-30,64296,1875,54362,0,0
MH,2020-07-31,65001,1862,56191,0,0
MH,2020-08-01,65351,1927,59689,0,0
MH,2020-08-02,65429,1920,63571,0,0
MH,2020-08-03,66473,1959,65086,0,0
MH,2020-08-04,66516,1977,67079,0,0
MH,2020-08-05,67614,2013,65766,0,0
MH,2020-08-06,67981,2063,67760,0,0
MH,2020-08-07,68144,2098,71123,0,0
MH,2020-08-08,71365,2051,71479,0,0
MH,2020-08-09,74104,2181,74901,0,0
MH,2020-08-10,74317,2208,71391,0,0
MH,2020-08-11,77645,2164,69079,0,0
MH,2020-08-12,80048,2174,76322,0,0
MH,2020-08-13,80347,2271,74583,0,0
MH,2020-08-14,82472,2335,74161,0,0
MH,2020-08-15,81670,2382,69924,0,0
MH,2020-08-16,80533,2280,65413,0,0
MH,2020-08-17,79845,2215,70093,0,0
MH,2020-08-18,79876,2381,69435,0,0
MH,2020-08-19,80329,2383,65038,0,0
MH,2020-08-20,83163,2296,68166,0,0
MH,2020-08-21,84716,2271,69431,0,0
MH,2020-08-22,87188,2246,71828,0,0
MH,2020-08-23,86518,2216,71148,0,0
MH,2020-08-24,89040,2200,73976,0,0
MH,2020-08-25,88346,2107,76920,0,0
MH,2020-08-26,90069,2056,75546,0,0
MH,2020-08-27,90279,2085,72439,0,0
MH,2020-08-28,90545,2077,72297,0,0
MH,2020-08-29,92339,2108,74597,0,0
MH,2020-08-30,98306,2146,74130,0,0
MH,2020-08-31,99143,2118,71069,0,0
MH,2020-09-01,104483,2109,69747,0,0
MH,2020-09-02,107028,2106,76069,0,0
MH,2020-09-03,110276,2142,80921,0,0
MH,2020-09-04,115067,2189,82603,0,0
MH,2020-09-05,119581,2173,81863,0,0
MH,2020-09-06,126523,2205,81999,0,0
MH,2020-09-07,131100,2444,85763,0,0
MH,2020-09-08,135466,2504,88019,0,0
MH,2020-09-09,141610,2592,87966,0,0
MH,2020-09-10,146951,2696,88231,0,0
MH,2020-09-11,152619,2760,89250,0,0
MH,2020-09-12,153903,2839,91938,0,0
MH,2020-09-13,153096,2927,95661,0,0
MH,2020-09-14,153733,2867,96528,0,0
MH,2020-09-15,154084,3002,102717,0,0
MH,2020-09-16,153872,3096,106370,0,0
MH,2020-09-17,155045,3069,111639,0,0
MH,2020-09-18,151815,3067,119409,0,0
MH,2020-09-19,150250,3101,129421,0,0
MH,2020-09-20,148334,3140,144280,0,0
MH,2020-09-21,147006,3121,160498,0,0
MH,2020-09-22,144914,2998,161281,0,0
MH,2020-09-23,142578,3003,163198,0,0
MH,2020-09-24,137123,2994,160860,0,0
MH,2020-09-25,133261,2970,158374,0,0
MH,2020-09-26,133161,2975,158517,0,0
MH,2020-09-27,130590,2900,145674,0,0
MH,2020-09-28,126773,2736,133599,0,0
MH,2020-09-29,123359,2774,132605,0,0
MH,2020-09-30,120647,2776,132292,0,0
MH,2020-10-01,117959,2711,131212,0,0
MH,2020-10-02,115756,2719,124914,0,0
MH,2020-10-03,109685,2567,118105,0,0
MH,2020-10-04,104177,2513,119588,0,0
MH,2020-10-05,102500,2596,112638,0,0
MH,2020-10-06,99782,2536,110567,0,0
MH,2020-10-07,96043,2410,108119,0,0
MH,2020-10-08,92962,2374,107590,0,0
MH,2020-10-09,89505,2252,111619,0,0
MH,2020-10-10,86573,2282,121224,0,0
MH,2020-10-11,84817,2261,116637,0,0
MH,2020-10-12,81662,2167,119311,0,0
MH,2020-10-13,77926,1984,117526,0,0
MH,2020-10-14,73900,1787,120328,0,0
MH,2020-10-15,70731,1766,118467,0,0
MH,2020-10-16,70044,1770,115029,0,0
MH,2020-10-17,68887,1925,102827,0,0
MH,2020-10-18,67155,1770,103570,0,0
MH,2020-10-19,66050,1726,102983,0,0
MH,2020-10-20,65679,1752,95056,0,0
MH,2020-10-21,63269,1774,98910,0,0
MH,2020-10-22,60582,1635,101373,0,0
MH,2020-10-23,56482,1513,100735,0,0
MH,2020-10-24,52640,1187,96501,0,0
MH,2020-10-25,49639,1149,90945,0,0
MH,2020-10-26,47300,1108,85781,0,0
MH,2020-10-27,44512,1010,86188,0,0
MH,2020-10-28,43108,921,71247,0,0
MH,2020-10-29,41471,879,62953,0,0
MH,2020-10-30,40314,822,57947,0,0
MH,2020-10-31,39445,759,55246,0,0
MH,2020-11-01,38755,760,53324,0,0
MH,2020-11-02,39119,780,53644,0,0
MH,2020-11-03,38665,785,52781,0,0
MH,2020-11-04,37432,994,53079,0,0
MH,2020-11-05,36776,1094,56473,0,0
MH,2020-11-06,37456,1128,59292,0,0
MH,2020-11-07,35867,1204,58737,0,0
MH,2020-11-08,36083,1216,63243,0,0
MH,2020-11-09,35351,1197,53018,0,0
MH,2020-11-10,34233,1187,56814,0,0
MH,2020-11-11,33635,1012,57250,0,0
MH,2020-11-12,32885,878,53782,0,0
MH,2020-11-13,30147,844,47265,0,0
MH,2020-11-14,30425,799,43224,0,0
MH,2020-11-15,27384,734,38057,0,0
MH,2020-11-16,26642,709,41058,0,0
MH,2020-11-17,25583,667,35412,0,0
MH,2020-11-18,25687,642,32856,0,0
MH,2020-11-19,26726,674,30907,0,0
MH,2020-11-20,28234,702,33309,0,0
MH,2020-11-21,29757,659,34690,0,0
MH,2020-11-22,32966,649,35685,0,0
MH,2020-11-23,34584,619,36413,0,0
MH,2020-11-24,37291,581,35376,0,0
MH,2020-11-25,38439,546,33612,0,0
MH,2020-11-26,39310,457,32567,0,0
MH,2020-11-27,39855,387,29711,0,0
MH,2020-11-28,40060,413,29560,0,0
MH,2020-11-29,39851,448,29862,0,0
MH,2020-11-30,39535,498,30329,0,0
MH,2020-12-01,39026,563,32533,0,0
MH,2020-12-02,36217,609,31485,0,0
MH,2020-12-03,34993,659,34736,0,0
MH,2020-12-04,34037,701,37423,0,0
MH,2020-12-05,32994,708,39320,0,0
MH,2020-12-06,32207,663,42444,0,0
MH,2020-12-07,31445,623,45593,0,0
MH,2020-12-08,30541,581,45668,0,0
MH,2020-12-09,32172,545,46983,0,0
MH,2020-12-10,30814,500,43925,0,0
MH,2020-12-11,29853,460,39923,0,0
MH,2020-12-12,29190,445,38038,0,0
MH,2020-12-13,28150,475,33635,0,0
MH,2020-12-14,28024,495,30900,0,0
MH,2020-12-15,27440,512,28930,0,0
MH,2020-12-16,16545,532,27706,0,0
MH,2020-12-17,16601,527,27056,0,0
MH,2020-12-18,16327,515,28749,0,0
MH,2020-12-19,16008,509,27919,0,0
MH,2020-12-20,16102,537,26900,0,0
MH,2020-12-21,15987,532,28343,0,0
MH,2020-12-22,15651,537,28070,0,0
MH,2020-12-23,25478,535,31803,0,0
MH,2020-12-24,25178,559,30616,0,0
MH,2020-12-25,24615,555,27576,0,0
MH,2020-12-26,23529,541,25983,0,0
